transaction_id,customer_id_x,source_account_id,destination_account_id,amount,currency,transaction_type,transaction_date,transaction_time,payee_payer_name,description,payment_channel,device_id,device_model,ip_address,ip_address_country,known_device,status,is_flagged,flag_reason,is_fraud,fraud_type,risk_score,location_risk,amount_risk,velocity_risk,ctr_flag,sar_flag,transaction_datetime,hour,day_of_week,is_weekend,is_night,is_business_hours,log_amount,is_round_amount,sin_hour,cos_hour,sin_day_of_week,cos_day_of_week,age,annual_income,is_vulnerable,vulnerability_score,credit_score,digital_literacy_level,risk_profile,customer_tenure_years,txn_per_month,alert_to_txn_ratio,call_to_txn_ratio,risk_velocity,avg_risk_score,max_risk_score,known_device_rate,source_daily_limit,source_monthly_limit,source_is_mule_account,customer_id_y,destination_daily_limit,destination_monthly_limit,destination_is_mule_account,customer_id,amount_to_daily_limit_ratio,amount_to_monthly_limit_ratio,location_risk_score,amount_risk_score,velocity_risk_score,anomaly_score,hesitation_indicators,typing_pattern_anomaly,copy_paste_detected,new_payee_flag,authentication_failures,txn_call_count,txn_escalation_rate,txn_outcome_reached_rate,txn_avg_call_duration,txn_avg_resolution_hours,hours_since_last_call,txn_alert_count,txn_high_priority_rate,txn_avg_alert_risk_score,txn_avg_false_positive_prob,hours_since_last_alert,relative_amount_to_avg,risk_score_gap,device_trust_gap,source_mule_account_rate
TXN-2024-003379,AU-CUST00122,ACC00000324,ACC00001236,73.84,AUD,Payment,2024-10-08,05:56:39,Payee-000375,Salary payment,Mobile Banking,UNK-3091,iPhone 14,203.238.189.34,AU,1,Completed,0,,0,LEGITIMATE,12.0,Low,Low,Low,0,0,2024-10-08 05:56:39,5,1,0,1,0,4.315352501405889,False,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,40.97741273100616,11293.0,1,0.03,580.0,Low,Medium,0.4353182751540041,0.1606730451996041,0.0,0.0,0.0,12.0,12.0,1.0,20224.0,151989.0,0.0,AU-CUST00251,0.0,0.0,0.0,,0.003650927070457355,0.00048582143562076455,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2024-008713,AU-CUST00397,ACC00000963,ACC00000355,1002.48,AUD,Payment,2025-03-27,16:50:30,Payee-000433,Bill payment,Online Banking,DEV-UST00633,Unknown iPhone,203.82.184.237,AU,1,Completed,0,,0,LEGITIMATE,59.0,Low,Medium,Low,0,0,2025-03-27 16:50:30,16,3,0,0,1,6.911229237793638,False,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,43.97535934291581,30017.0,0,0.0,684.0,Medium,Low,0.947296372347707,0.08085671592229786,0.0,1.0,0.0,59.0,59.0,1.0,0.0,0.0,0.0,,20935.0,120667.0,0.0,AU-CUST00238,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2024-008713,AU-CUST00397,ACC00000963,ACC00000355,1002.48,AUD,Payment,2025-03-27,16:50:30,Payee-000433,Bill payment,Online Banking,DEV-UST00633,Unknown iPhone,203.82.184.237,AU,1,Completed,0,,0,LEGITIMATE,59.0,Low,Medium,Low,0,0,2025-03-27 16:50:30,16,3,0,0,1,6.911229237793638,False,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,43.97535934291581,30017.0,0,0.0,684.0,Medium,Low,0.947296372347707,0.08085671592229786,0.0,1.0,0.0,59.0,59.0,1.0,0.0,0.0,0.0,,18294.0,49908.0,0.0,AU-CUST00287,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2024-001237,AU-CUST00574,ACC00000643,ACC00000538,21.26,AUD,Payment,2024-08-22,20:41:22,Payee-000834,Bill payment,ATM,DEV-UST00176,iPhone 14,203.151.37.155,AU,1,Completed,0,,0,LEGITIMATE,13.0,Low,Low,Low,0,0,2024-08-22 20:41:22,20,3,0,0,0,3.102791345847399,False,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,22.989733059548254,55074.0,0,0.0,719.0,Medium,Low,0.6132785763175906,0.23925325472856795,0.0,0.0,0.0,10.0,13.0,1.0,25000.0,199969.0,0.0,AU-CUST00553,0.0,0.0,0.0,,0.0008503659853605856,0.00010631594739210883,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
TXN-2024-006563,AU-CUST00430,ACC00000454,ACC00000893,204.3,AUD,Payment,2025-06-04,03:38:37,Payee-000755,Rent payment,Mobile Banking,DEV-UST00722,Samsung Galaxy S23,177.91.107.173,AU,1,Completed,1,,0,APP_BANK_IMPERSONATION,26.0,Low,Low,Low,0,0,2025-06-04 03:38:37,3,2,0,1,0,5.324472324024888,False,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,67.95893223819301,52994.0,0,0.02,543.0,High,Medium,0.6981519507186859,0.21326910444493102,0.0,0.0,0.0,27.5,29.0,1.0,25000.0,41206.0,0.0,AU-CUST00387,22974.0,37148.0,0.0,AU-CUST00658,0.008171673133074677,0.004957895503191206,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,0.0,0.0
TXN-2024-010472,AU-CUST00502,ACC00000031,ACC00000686,5.0,AUD,Payment,2025-06-29,12:07:51,Payee-000681,Online purchase,Online Banking,DEV-UST00917,Samsung Galaxy S23,203.8.65.97,AU,1,Completed,0,,0,LEGITIMATE,9.0,Low,Low,Low,0,0,2025-06-29 12:07:51,12,6,1,0,1,1.791759469228055,False,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,114022.0,0.0,AU-CUST00024,0.0,0.0,0.0,,0.0001999920003199872,4.385080203116915e-05,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2024-003262,AU-CUST00960,ACC00001052,ACC00000478,485.68,AUD,Transfer,2025-01-07,18:48:14,Payee-000540,Rent payment,Online Banking,DEV-UST00549,Samsung Galaxy S23,203.117.196.158,AU,1,Completed,0,,0,LEGITIMATE,34.0,Low,Low,Low,0,0,2025-01-07 18:48:14,18,1,0,0,1,6.187606822919248,False,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,47.97262149212868,64422.0,1,0.02,634.0,High,Medium,1.2621492128678986,0.061935647971512145,0.5,1.5,0.0,34.0,34.0,1.0,6479.0,45899.0,0.0,AU-CUST00846,0.0,0.0,0.0,,0.07495061728395062,0.010581263616557734,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2024-001072,AU-CUST00948,ACC00000292,ACC00000777,99.48,AUD,Payment,2025-09-21,13:15:44,Payee-000531,Restaurant,ATM,DEV-UST00465,iPhone 13,203.108.201.14,AU,1,Completed,0,Mule Activity pattern detected,0,LEGITIMATE,15.0,Low,Low,Low,0,1,2025-09-21 13:15:44,13,6,1,0,1,4.609958702719888,False,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,43446.0,0.0,AU-CUST00285,0.0,0.0,0.0,,0.003979040838366465,0.0022896862844385114,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2024-001072,AU-CUST00948,ACC00000292,ACC00000777,99.48,AUD,Payment,2025-09-21,13:15:44,Payee-000531,Restaurant,ATM,DEV-UST00465,iPhone 13,203.108.201.14,AU,1,Completed,0,Mule Activity pattern detected,0,LEGITIMATE,15.0,Low,Low,Low,0,1,2025-09-21 13:15:44,13,6,1,0,1,4.609958702719888,False,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,198629.0,0.0,AU-CUST00240,0.0,0.0,0.0,,0.003979040838366465,0.0005008306902280623,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2024-001064,AU-CUST00233,ACC00001052,ACC00000179,29.76,AUD,Payment,2024-09-07,11:30:41,Payee-000273,Bill payment,Mobile Banking,DEV-UST00403,Unknown Device,203.123.59.231,AU,1,Completed,0,,1,LEGITIMATE,29.0,Low,Low,Low,0,0,2024-09-07 11:30:41,11,5,1,0,1,3.4262151446374434,False,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6479.0,45899.0,0.0,AU-CUST00846,0.0,0.0,0.0,,0.0045925925925925926,0.0006483660130718955,0,0,0,0.297,0.0,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2024-005564,AU-CUST00706,ACC00000128,ACC00000166,645.89,AUD,Payment,2024-08-13,15:04:20,Payee-000985,Crypto purchase,Card Payment,DEV-UST00098,Samsung Galaxy S23,203.162.104.92,AU,0,Completed,0,,1,LEGITIMATE,68.0,Low,Low,Low,0,0,2024-08-13 15:04:20,15,1,0,0,1,6.472176264590684,False,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,63.96167008898015,52789.0,1,0.02,539.0,Medium,Medium,0.9281314168377823,0.1647775334122822,0.3333333333333333,0.0,0.3333333333333333,44.0,68.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0,0,0,0.233,4.0,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,-0.5,0.0
TXN-2024-005564,AU-CUST00706,ACC00000128,ACC00000166,645.89,AUD,Payment,2024-08-13,15:04:20,Payee-000985,Crypto purchase,Card Payment,DEV-UST00098,Samsung Galaxy S23,203.162.104.92,AU,0,Completed,0,,1,LEGITIMATE,68.0,Low,Low,Low,0,0,2024-08-13 15:04:20,15,1,0,0,1,6.472176264590684,False,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,55.96714579055441,105979.0,0,0.0,758.0,High,Low,1.3853524982888432,0.11348013515087965,0.3333333333333333,0.0,0.3333333333333333,44.0,68.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0,0,0,0.233,4.0,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,-0.5,0.0
TXN-2024-010378,AU-CUST00548,ACC00000779,ACC00001060,167.74,AUD,Payment,2024-08-07,17:03:27,Payee-000827,Online purchase,Online Banking,DEV-UST00369,Samsung Galaxy S23,203.224.123.83,AU,1,Completed,0,,0,LEGITIMATE,21.0,Low,Low,Low,0,0,2024-08-07 17:03:27,17,2,0,0,1,5.128359068737481,False,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,57.96577686516085,85690.0,1,0.01,564.0,Medium,Medium,0.7693360711841205,0.0977322897852699,0.0,0.0,0.0,21.0,21.0,1.0,21163.0,189181.0,0.0,AU-CUST00601,0.0,0.0,0.0,,0.007925722925722927,0.0008866594073431934,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2024-009777,AU-CUST00934,ACC00000625,ACC00000673,6.16,AUD,Payment,2024-03-27,22:41:01,Payee-000408,Restaurant,Online Banking,DEV-UST00808,iPhone 14,203.136.156.24,AU,1,Completed,0,,0,LEGITIMATE,10.0,Low,Low,Low,0,0,2024-03-27 22:41:01,22,2,0,1,0,1.9685099809725544,False,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19467.0,189690.0,0.0,AU-CUST00462,0.0,0.0,0.0,,0.0003164166837887816,3.247386539161057e-05,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2024-009459,AU-CUST00033,ACC00000810,ACC00000127,958.02,AUD,Payment,2024-06-12,05:02:03,Payee-000924,Transfer to savings,Mobile Banking,DEV-UST00109,Google Pixel 7,203.117.25.79,AU,1,Completed,0,,0,LEGITIMATE,33.0,Low,Low,Low,0,0,2024-06-12 05:02:03,5,2,0,1,0,6.8659119297233255,False,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,74.95414099931554,20448.0,0,0.0,677.0,Low,Low,1.5222450376454484,0.15570712991580518,0.5,0.25,0.0,17.333333333333332,33.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.666666666666668,0.0,0.0
TXN-2024-011686,AU-CUST00557,ACC00000179,ACC00000496,377.5,AUD,Payment,2025-02-28,09:41:53,Payee-000141,Insurance,Mobile Banking,DEV-UST00443,iPhone 13,203.182.187.240,AU,1,Completed,0,,0,LEGITIMATE,55.0,Low,Low,Low,0,0,2025-02-28 09:41:53,9,4,0,0,1,5.936216072877503,False,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,48.9719370294319,10418.0,1,0.0,632.0,High,Low,1.5222450376454484,0.10380475327720345,0.0,0.0,0.0,37.5,55.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0
TXN-2024-002703,AU-CUST00398,ACC00000930,ACC00000225,80.86,AUD,Payment,2025-07-07,20:38:42,Payee-000689,Online purchase,ATM,DEV-UST00993,Samsung Galaxy S23,203.130.247.252,AU,1,Completed,0,,0,LEGITIMATE,9.0,Low,Low,Low,0,0,2025-07-07 20:38:42,20,0,0,0,0,4.405010471064257,False,-0.8660254037844386,0.5000000000000001,0.0,1.0,69.95756331279945,77200.0,1,0.0,644.0,Medium,Low,0.3887748117727584,0.706052917723813,3.6,1.0,0.0,19.75,32.0,1.0,25000.0,154834.0,0.0,AU-CUST00780,25000.0,40954.0,0.0,AU-CUST00166,0.003234270629174833,0.0005222333451738948,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0,0.0
TXN-2024-002703,AU-CUST00398,ACC00000930,ACC00000225,80.86,AUD,Payment,2025-07-07,20:38:42,Payee-000689,Online purchase,ATM,DEV-UST00993,Samsung Galaxy S23,203.130.247.252,AU,1,Completed,0,,0,LEGITIMATE,9.0,Low,Low,Low,0,0,2025-07-07 20:38:42,20,0,0,0,0,4.405010471064257,False,-0.8660254037844386,0.5000000000000001,0.0,1.0,69.95756331279945,77200.0,1,0.0,644.0,Medium,Low,0.3887748117727584,0.706052917723813,3.6,1.0,0.0,19.75,32.0,1.0,25000.0,87213.0,0.0,AU-CUST00760,25000.0,40954.0,0.0,AU-CUST00166,0.003234270629174833,0.0009271447244708418,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0,0.0
TXN-2024-003138,AU-CUST00326,ACC00001111,ACC00000255,8.13,AUD,Payment,2025-08-08,02:39:12,Payee-001069,Restaurant,Card Payment,DEV-UST00396,iPhone 13,203.250.239.171,AU,1,Completed,0,,0,LEGITIMATE,18.0,Low,Low,Low,0,0,2025-08-08 02:39:12,2,4,0,1,0,2.211565694606877,False,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,20.99110198494182,23789.0,0,0.0,812.0,Medium,Low,0.8733744010951403,0.08710427472724021,0.0,0.0,0.0,18.0,18.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2024-003138,AU-CUST00326,ACC00001111,ACC00000255,8.13,AUD,Payment,2025-08-08,02:39:12,Payee-001069,Restaurant,Card Payment,DEV-UST00396,iPhone 13,203.250.239.171,AU,1,Completed,0,,0,LEGITIMATE,18.0,Low,Low,Low,0,0,2025-08-08 02:39:12,2,4,0,1,0,2.211565694606877,False,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,28.985626283367555,52343.0,0,0.0,698.0,Medium,Low,0.9089664613278576,0.0839799965511295,0.0,0.0,0.0,18.0,18.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
