account_id,customer_id,is_mule_account,in_degree,out_degree,total_degree,pagerank_centrality,betweenness_centrality,in_flow,out_flow,flow_ratio,avg_transaction_amount
ACC00000225,AU-CUST00166,0,4,3,7,0.0018719414164042568,0.0001494020948933266,512.05,263.33,0.5142661849428767,110.7685714285714
ACC00000261,AU-CUST00239,0,0,1,1,0.0004932782117898014,0.0,0.0,1175.43,1175430000.0,1175.43
ACC00000261,AU-CUST00239,0,0,1,1,0.0004932782117898014,0.0,0.0,1175.43,1175430000.0,1175.43
ACC00000261,AU-CUST00239,0,0,1,1,0.0004932782117898014,0.0,0.0,1175.43,1175430000.0,1175.43
ACC00000261,AU-CUST00239,0,0,1,1,0.0004932782117898014,0.0,0.0,1175.43,1175430000.0,1175.43
ACC00000221,AU-CUST00163,0,0,2,2,0.0004932782117898014,0.0,0.0,755.0,755000000.0,377.5
ACC00000302,AU-CUST00222,0,0,3,3,0.0004932782117898014,0.0,0.0,93.77,93770000.0,31.256666666666664
ACC00000771,AU-CUST00602,0,1,2,3,0.0013444186475758515,0.0,25.53,146.2,5.72659616137877,57.24333333333333
ACC00000771,AU-CUST00602,0,1,2,3,0.0013444186475758515,0.0,25.53,146.2,5.72659616137877,57.24333333333333
ACC00001211,AU-CUST00951,0,1,4,5,0.000702877648242838,0.0,65.9,1018.96,15.462215477996965,216.97200000000004
ACC00001211,AU-CUST00951,0,1,4,5,0.000702877648242838,0.0,65.9,1018.96,15.462215477996965,216.97200000000004
ACC00000738,AU-CUST00584,0,0,1,1,0.0004932782117898014,0.0,0.0,560.96,560960000.0000001,560.96
ACC00000738,AU-CUST00584,0,0,1,1,0.0004932782117898014,0.0,0.0,560.96,560960000.0000001,560.96
ACC00000738,AU-CUST00584,0,0,1,1,0.0004932782117898014,0.0,0.0,560.96,560960000.0000001,560.96
ACC00000311,AU-CUST00263,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000311,AU-CUST00263,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00001266,AU-CUST00999,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00001266,AU-CUST00999,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00001266,AU-CUST00999,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00001266,AU-CUST00999,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000326,AU-CUST00272,0,2,0,2,0.0012768032293145686,0.0,741.67,0.0,0.0,370.835
ACC00000326,AU-CUST00272,0,2,0,2,0.0012768032293145686,0.0,741.67,0.0,0.0,370.835
ACC00000531,AU-CUST00394,0,1,0,1,0.000702877648242838,0.0,508.29,0.0,0.0,508.29
ACC00000310,AU-CUST00230,0,4,1,5,0.003120258301307562,1.9920279319110212e-05,535.8699999999999,22.1,0.04124134584880663,111.59399999999998
ACC00000310,AU-CUST00230,0,4,1,5,0.003120258301307562,1.9920279319110212e-05,535.8699999999999,22.1,0.04124134584880663,111.59399999999998
ACC00000250,AU-CUST00170,0,0,1,1,0.0004932782117898014,0.0,0.0,1090.97,1090970000.0,1090.97
ACC00000949,AU-CUST00722,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000949,AU-CUST00722,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000013,AU-CUST00012,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000622,AU-CUST00479,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000320,AU-CUST00259,0,4,1,5,0.002824357392721012,5.976083795733064e-05,2085.98,686.31,0.3290108246483667,554.458
ACC00001150,AU-CUST00907,0,0,3,3,0.0004932782117898014,0.0,0.0,2090.23,2090230000.0,696.7433333333333
ACC00001150,AU-CUST00907,0,0,3,3,0.0004932782117898014,0.0,0.0,2090.23,2090230000.0,696.7433333333333
ACC00000587,AU-CUST00451,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000587,AU-CUST00451,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000330,AU-CUST00270,0,2,1,3,0.001869968418327575,1.9920279319110212e-05,543.09,28.62,0.05269844777108766,190.57000000000002
ACC00000330,AU-CUST00270,0,2,1,3,0.001869968418327575,1.9920279319110212e-05,543.09,28.62,0.05269844777108766,190.57000000000002
ACC00000311,AU-CUST00266,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000311,AU-CUST00266,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000097,AU-CUST00062,0,1,1,2,0.0010817138846782146,0.0,284.85,872.79,3.0640337019483934,578.8199999999999
ACC00000055,AU-CUST00039,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000055,AU-CUST00039,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000055,AU-CUST00039,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000384,AU-CUST00321,1,0,2,2,0.0004932782117898014,0.0,0.0,328.02,328020000.0,164.01
ACC00000292,AU-CUST00285,0,0,1,1,0.0004932782117898014,0.0,0.0,99.48,99480000.00000001,99.48
ACC00000292,AU-CUST00285,0,0,1,1,0.0004932782117898014,0.0,0.0,99.48,99480000.00000001,99.48
ACC00000135,AU-CUST00102,0,0,1,1,0.0004932782117898014,0.0,0.0,91.17,91170000.0,91.17
ACC00000683,AU-CUST00536,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000683,AU-CUST00536,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000683,AU-CUST00536,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000063,AU-CUST00048,0,1,2,3,0.0010905634476023418,8.964125693599595e-05,5.58,225.1,40.340501792114694,76.89333333333333
ACC00000063,AU-CUST00048,0,1,2,3,0.0010905634476023418,8.964125693599595e-05,5.58,225.1,40.340501792114694,76.89333333333333
ACC00000883,AU-CUST00687,0,0,1,1,0.0004932782117898014,0.0,0.0,244.48,244480000.0,244.48
ACC00000490,AU-CUST00466,0,1,0,1,0.0006262130710031006,0.0,9.74,0.0,0.0,9.74
ACC00000490,AU-CUST00466,0,1,0,1,0.0006262130710031006,0.0,9.74,0.0,0.0,9.74
ACC00000961,AU-CUST00762,0,1,3,4,0.0006330111694251592,0.0,10.9,1242.4699999999998,113.98807339449539,313.3425
ACC00000961,AU-CUST00762,0,1,3,4,0.0006330111694251592,0.0,10.9,1242.4699999999998,113.98807339449539,313.3425
ACC00001017,AU-CUST00792,0,1,0,1,0.0019962846364422063,0.0,1275.67,0.0,0.0,1275.67
ACC00001017,AU-CUST00792,0,1,0,1,0.0019962846364422063,0.0,1275.67,0.0,0.0,1275.67
ACC00000641,AU-CUST00445,1,1,1,2,0.0018016164894781765,4.980069829777553e-06,13.67,154.17,11.277980980248719,83.91999999999999
ACC00000641,AU-CUST00445,1,1,1,2,0.0018016164894781765,4.980069829777553e-06,13.67,154.17,11.277980980248719,83.91999999999999
ACC00000630,AU-CUST00510,0,0,1,1,0.0004932782117898014,0.0,0.0,40.39,40390000.0,40.39
ACC00000131,AU-CUST00101,0,0,1,1,0.0004932782117898014,0.0,0.0,213.38,213380000.0,213.38
ACC00001167,AU-CUST00918,0,1,1,2,0.0006425995207429365,0.0,2489.28,285.76,0.1147962463041522,1387.52
ACC00000173,AU-CUST00130,0,1,0,1,0.0009124770846958745,0.0,284.8,0.0,0.0,284.8
ACC00000173,AU-CUST00130,0,1,0,1,0.0009124770846958745,0.0,284.8,0.0,0.0,284.8
ACC00000386,AU-CUST00298,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00001079,AU-CUST00848,0,0,2,2,0.0004932782117898014,0.0,0.0,81.5,81500000.0,40.75
ACC00000108,AU-CUST00083,0,1,1,2,0.0008527605274521942,0.0,79.85,989.23,12.388603631809644,534.54
ACC00001203,AU-CUST00951,0,0,1,1,0.0004932782117898014,0.0,0.0,677.26,677260000.0,677.26
ACC00001203,AU-CUST00951,0,0,1,1,0.0004932782117898014,0.0,0.0,677.26,677260000.0,677.26
ACC00000173,AU-CUST00131,0,1,0,1,0.0009124770846958745,0.0,284.8,0.0,0.0,284.8
ACC00000173,AU-CUST00131,0,1,0,1,0.0009124770846958745,0.0,284.8,0.0,0.0,284.8
ACC00000912,AU-CUST00760,0,1,3,4,0.0009124770846958745,0.0,151.64,2141.84,14.124505407544186,573.37
ACC00000912,AU-CUST00760,0,1,3,4,0.0009124770846958745,0.0,151.64,2141.84,14.124505407544186,573.37
ACC00000912,AU-CUST00760,0,1,3,4,0.0009124770846958745,0.0,151.64,2141.84,14.124505407544186,573.37
ACC00000580,AU-CUST00414,0,0,1,1,0.0004932782117898014,0.0,0.0,318.67,318670000.00000006,318.67
ACC00000580,AU-CUST00414,0,0,1,1,0.0004932782117898014,0.0,0.0,318.67,318670000.00000006,318.67
ACC00000580,AU-CUST00414,0,0,1,1,0.0004932782117898014,0.0,0.0,318.67,318670000.00000006,318.67
ACC00000408,AU-CUST00271,0,1,1,2,0.0009124770846958745,0.0,91.17,78.96,0.8660743665679499,85.065
ACC00000408,AU-CUST00271,0,1,1,2,0.0009124770846958745,0.0,91.17,78.96,0.8660743665679499,85.065
ACC00000182,AU-CUST00123,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000983,AU-CUST00730,0,2,0,2,0.0008123188743730651,0.0,944.45,0.0,0.0,472.225
ACC00000983,AU-CUST00730,0,2,0,2,0.0008123188743730651,0.0,944.45,0.0,0.0,472.225
ACC00001117,AU-CUST00898,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000392,AU-CUST00281,0,0,1,1,0.0004932782117898014,0.0,0.0,229.76,229760000.0,229.76
ACC00000946,AU-CUST00742,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000946,AU-CUST00742,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000454,AU-CUST00387,0,0,4,4,0.0004932782117898014,0.0,0.0,684.75,684750000.0,171.1875
ACC00000062,AU-CUST00057,0,1,0,1,0.000702877648242838,0.0,22.06,0.0,0.0,22.06
ACC00000600,AU-CUST00485,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000600,AU-CUST00485,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000600,AU-CUST00485,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000992,AU-CUST00786,0,2,0,2,0.0035593286334029235,0.0,105.92999999999999,0.0,0.0,52.964999999999996
ACC00000694,AU-CUST00582,0,2,1,3,0.001001520266149108,0.0,1392.11,25.53,0.0183390680334169,472.5466666666666
ACC00000711,AU-CUST00599,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000711,AU-CUST00599,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00001099,AU-CUST00885,0,2,0,2,0.002443993722294876,0.0,162.04999999999998,0.0,0.0,81.02499999999999
ACC00001099,AU-CUST00885,0,2,0,2,0.002443993722294876,0.0,162.04999999999998,0.0,0.0,81.02499999999999
ACC00001203,AU-CUST00954,0,0,1,1,0.0004932782117898014,0.0,0.0,677.26,677260000.0,677.26
ACC00001203,AU-CUST00954,0,0,1,1,0.0004932782117898014,0.0,0.0,677.26,677260000.0,677.26
ACC00000484,AU-CUST00346,0,0,3,3,0.0004932782117898014,0.0,0.0,478.08000000000004,478080000.00000006,159.36
ACC00000231,AU-CUST00167,0,1,0,1,0.000702877648242838,0.0,674.65,0.0,0.0,674.65
ACC00000463,AU-CUST00377,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000408,AU-CUST00364,0,1,1,2,0.0009124770846958745,0.0,91.17,78.96,0.8660743665679499,85.065
ACC00000408,AU-CUST00364,0,1,1,2,0.0009124770846958745,0.0,91.17,78.96,0.8660743665679499,85.065
ACC00000881,AU-CUST00747,0,0,2,2,0.0004932782117898014,0.0,0.0,1621.65,1621650000.0000002,810.825
ACC00000881,AU-CUST00747,0,0,2,2,0.0004932782117898014,0.0,0.0,1621.65,1621650000.0000002,810.825
ACC00000881,AU-CUST00747,0,0,2,2,0.0004932782117898014,0.0,0.0,1621.65,1621650000.0000002,810.825
ACC00000714,AU-CUST00491,0,1,1,2,0.0013616869701740951,1.494020948933266e-05,271.52,130.43,0.48036977018267535,200.975
ACC00000378,AU-CUST00263,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000378,AU-CUST00263,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000752,AU-CUST00583,0,2,0,2,0.0030262045739645506,0.0,680.76,0.0,0.0,340.38
ACC00000752,AU-CUST00583,0,2,0,2,0.0030262045739645506,0.0,680.76,0.0,0.0,340.38
ACC00000752,AU-CUST00583,0,2,0,2,0.0030262045739645506,0.0,680.76,0.0,0.0,340.38
ACC00000752,AU-CUST00583,0,2,0,2,0.0030262045739645506,0.0,680.76,0.0,0.0,340.38
ACC00000752,AU-CUST00583,0,2,0,2,0.0030262045739645506,0.0,680.76,0.0,0.0,340.38
ACC00001178,AU-CUST00926,0,0,1,1,0.0004932782117898014,0.0,0.0,5.05,5050000.0,5.05
ACC00001178,AU-CUST00926,0,0,1,1,0.0004932782117898014,0.0,0.0,5.05,5050000.0,5.05
ACC00000817,AU-CUST00668,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000817,AU-CUST00668,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000817,AU-CUST00668,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000817,AU-CUST00668,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000486,AU-CUST00409,0,0,1,1,0.0004932782117898014,0.0,0.0,147.42,147420000.0,147.42
ACC00000486,AU-CUST00409,0,0,1,1,0.0004932782117898014,0.0,0.0,147.42,147420000.0,147.42
ACC00000397,AU-CUST00333,0,1,0,1,0.000702877648242838,0.0,270.61,0.0,0.0,270.61
ACC00000656,AU-CUST00530,0,1,1,2,0.0009124770846958745,0.0,118.59,1017.12,8.576777131292689,567.855
ACC00000656,AU-CUST00530,0,1,1,2,0.0009124770846958745,0.0,118.59,1017.12,8.576777131292689,567.855
ACC00000772,AU-CUST00608,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000772,AU-CUST00608,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000375,AU-CUST00339,0,1,1,2,0.0009124770846958745,0.0,113.89,387.21,3.3998595135657212,250.54999999999998
ACC00000286,AU-CUST00271,0,2,1,3,0.003958258080753499,0.0001494020948933266,663.8199999999999,1128.89,1.7005965472567868,597.57
ACC00000286,AU-CUST00271,0,2,1,3,0.003958258080753499,0.0001494020948933266,663.8199999999999,1128.89,1.7005965472567868,597.57
ACC00000121,AU-CUST00083,0,3,2,5,0.0015924417477602708,2.988041897866532e-05,167.85,750.98,4.474113792076259,183.76600000000002
ACC00000678,AU-CUST00525,0,1,2,3,0.0006725859167377074,0.0,507.28,810.41,1.5975595331966568,439.23
ACC00001188,AU-CUST00938,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000840,AU-CUST00676,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000080,AU-CUST00059,0,0,1,1,0.0004932782117898014,0.0,0.0,49.73,49730000.0,49.73
ACC00001065,AU-CUST00815,0,1,0,1,0.0010648763653299828,0.0,213.31,0.0,0.0,213.31
ACC00001065,AU-CUST00815,0,1,0,1,0.0010648763653299828,0.0,213.31,0.0,0.0,213.31
ACC00000599,AU-CUST00471,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000592,AU-CUST00439,0,3,0,3,0.0013915023478435814,0.0,502.91,0.0,0.0,167.63666666666668
ACC00001208,AU-CUST00953,0,0,1,1,0.0004932782117898014,0.0,0.0,108.17,108170000.0,108.17
ACC00001208,AU-CUST00953,0,0,1,1,0.0004932782117898014,0.0,0.0,108.17,108170000.0,108.17
ACC00000903,AU-CUST00673,0,2,1,3,0.001122076521148911,0.0,579.3,418.69,0.722751596754704,332.66333333333336
ACC00000100,AU-CUST00075,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000100,AU-CUST00075,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000151,AU-CUST00126,0,2,2,4,0.0011785569528441047,7.968111727644085e-05,62.7,1203.88,19.200637958532695,316.64500000000004
ACC00000151,AU-CUST00126,0,2,2,4,0.0011785569528441047,7.968111727644085e-05,62.7,1203.88,19.200637958532695,316.64500000000004
ACC00000091,AU-CUST00065,0,1,1,2,0.0005771179863710159,0.0,57.81,300.77,5.202733091160698,179.29
ACC00000010,AU-CUST00010,0,2,0,2,0.0019303800769770074,0.0,445.49,0.0,0.0,222.745
ACC00000010,AU-CUST00010,0,2,0,2,0.0019303800769770074,0.0,445.49,0.0,0.0,222.745
ACC00000102,AU-CUST00066,0,2,1,3,0.0010522100423312323,0.0,1970.63,26.93,0.013665680518412892,665.8533333333334
ACC00000348,AU-CUST00267,0,0,2,2,0.0004932782117898014,0.0,0.0,1080.92,1080920000.0000002,540.46
ACC00001092,AU-CUST00878,0,1,0,1,0.000702877648242838,0.0,789.69,0.0,0.0,789.69
ACC00001092,AU-CUST00878,0,1,0,1,0.000702877648242838,0.0,789.69,0.0,0.0,789.69
ACC00001092,AU-CUST00878,0,1,0,1,0.000702877648242838,0.0,789.69,0.0,0.0,789.69
ACC00000462,AU-CUST00308,0,1,0,1,0.0010753572116672914,0.0,11.18,0.0,0.0,11.18
ACC00000462,AU-CUST00308,0,1,0,1,0.0010753572116672914,0.0,11.18,0.0,0.0,11.18
ACC00000462,AU-CUST00308,0,1,0,1,0.0010753572116672914,0.0,11.18,0.0,0.0,11.18
ACC00001210,AU-CUST00953,0,1,0,1,0.000702877648242838,0.0,412.64,0.0,0.0,412.64
ACC00001210,AU-CUST00953,0,1,0,1,0.000702877648242838,0.0,412.64,0.0,0.0,412.64
ACC00001210,AU-CUST00953,0,1,0,1,0.000702877648242838,0.0,412.64,0.0,0.0,412.64
ACC00000417,AU-CUST00360,0,1,0,1,0.0014467361734152766,0.0,19.79,0.0,0.0,19.79
ACC00000417,AU-CUST00360,0,1,0,1,0.0014467361734152766,0.0,19.79,0.0,0.0,19.79
ACC00000223,AU-CUST00177,1,0,1,1,0.0004932782117898014,0.0,0.0,5.16,5160000.0,5.16
ACC00000223,AU-CUST00177,1,0,1,1,0.0004932782117898014,0.0,0.0,5.16,5160000.0,5.16
ACC00000050,AU-CUST00035,0,0,1,1,0.0004932782117898014,0.0,0.0,326.93,326930000.0,326.93
ACC00000050,AU-CUST00035,0,0,1,1,0.0004932782117898014,0.0,0.0,326.93,326930000.0,326.93
ACC00000876,AU-CUST00666,0,2,0,2,0.001932694485696182,0.0,202.07999999999998,0.0,0.0,101.03999999999999
ACC00000876,AU-CUST00666,0,2,0,2,0.001932694485696182,0.0,202.07999999999998,0.0,0.0,101.03999999999999
ACC00000344,AU-CUST00306,0,1,0,1,0.000702877648242838,0.0,31.85,0.0,0.0,31.85
ACC00000344,AU-CUST00306,0,1,0,1,0.000702877648242838,0.0,31.85,0.0,0.0,31.85
ACC00000151,AU-CUST00112,0,2,2,4,0.0011785569528441047,7.968111727644085e-05,62.7,1203.88,19.200637958532695,316.64500000000004
ACC00000151,AU-CUST00112,0,2,2,4,0.0011785569528441047,7.968111727644085e-05,62.7,1203.88,19.200637958532695,316.64500000000004
ACC00000049,AU-CUST00044,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000049,AU-CUST00044,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000049,AU-CUST00044,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000817,AU-CUST00680,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000817,AU-CUST00680,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000817,AU-CUST00680,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000817,AU-CUST00680,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000219,AU-CUST00133,0,0,1,1,0.0004932782117898014,0.0,0.0,87.03,87030000.0,87.03
ACC00000219,AU-CUST00133,0,0,1,1,0.0004932782117898014,0.0,0.0,87.03,87030000.0,87.03
ACC00000038,AU-CUST00036,0,1,1,2,0.0005980779300163196,0.0,17.99,75.35,4.188438021122846,46.669999999999995
ACC00000038,AU-CUST00036,0,1,1,2,0.0005980779300163196,0.0,17.99,75.35,4.188438021122846,46.669999999999995
ACC00000981,AU-CUST00803,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000388,AU-CUST00309,0,2,0,2,0.001122076521148911,0.0,79.68,0.0,0.0,39.84
ACC00000373,AU-CUST00305,0,1,1,2,0.0009124770846958745,4.980069829777553e-06,14.71,65.18,4.430999320190347,39.94500000000001
ACC00000373,AU-CUST00305,0,1,1,2,0.0009124770846958745,4.980069829777553e-06,14.71,65.18,4.430999320190347,39.94500000000001
ACC00000143,AU-CUST00115,0,1,0,1,0.0009124770846958745,0.0,10.14,0.0,0.0,10.14
ACC00000143,AU-CUST00115,0,1,0,1,0.0009124770846958745,0.0,10.14,0.0,0.0,10.14
ACC00000570,AU-CUST00422,0,1,0,1,0.001110456613573187,0.0,32.01,0.0,0.0,32.01
ACC00000570,AU-CUST00422,0,1,0,1,0.001110456613573187,0.0,32.01,0.0,0.0,32.01
