event_id,customer_id,transaction_id,event_timestamp,anomaly_score,behavioral_flags,session_duration_seconds,hesitation_indicators,typing_pattern_anomaly,copy_paste_detected,new_payee_flag,authentication_failures
BEH-00000059,AU-CUST00137,TXN-2024-000059,2024-11-24T03:22:06,0.231,NORMAL,265,0,0.197,False,False,0
BEH-00000060,AU-CUST00852,TXN-2024-000060,2025-04-03T02:08:06,0.062,NORMAL,1517,0,0.124,False,False,0
BEH-00000061,AU-CUST00518,TXN-2024-000061,2024-09-03T22:06:09,0.158,NORMAL,419,0,0.155,False,False,0
BEH-00000062,AU-CUST00550,TXN-2024-000062,2025-05-08T01:29:59,0.019,NORMAL,1030,0,0.123,False,False,0
BEH-00000063,AU-CUST00877,TXN-2024-000063,2025-05-27T16:10:54,0.189,NORMAL,102,0,0.238,False,False,0
BEH-00000064,AU-CUST00456,TXN-2024-000064,2025-04-27T12:45:52,0.08,NORMAL,1390,0,0.016,False,False,0
BEH-00000065,AU-CUST00451,TXN-2024-000065,2024-04-25T11:43:44,0.145,NORMAL,1720,0,0.084,False,False,0
BEH-00000066,AU-CUST00561,TXN-2024-000066,2024-11-18T05:16:20,0.158,NORMAL,634,0,0.124,False,False,0
BEH-00000067,AU-CUST00937,TXN-2024-000067,2025-06-09T03:08:01,0.789,RAPID_MOVEMENT|ROUND_AMOUNTS|MULTIPLE_RECIPIENTS,1337,1,0.575,False,True,3
BEH-00000068,AU-CUST00250,TXN-2024-000068,2025-07-04T11:28:10,0.145,NORMAL,1702,0,0.227,False,False,0
BEH-00000069,AU-CUST00153,TXN-2024-000069,2025-04-01T15:27:49,0.358,NORMAL,691,0,0.245,False,False,0
BEH-00000070,AU-CUST00105,TXN-2024-000070,2025-08-30T15:51:24,0.37,NORMAL,1002,0,0.065,False,False,0
BEH-00000071,AU-CUST00731,TXN-2024-000071,2024-11-15T15:11:56,0.234,NORMAL,719,0,0.292,False,False,0
BEH-00000072,AU-CUST00012,TXN-2024-000072,2024-12-23T10:23:35,0.078,NORMAL,1253,0,0.183,False,False,0
BEH-00000073,AU-CUST00702,TXN-2024-000073,2025-05-09T00:46:50,0.029,NORMAL,158,0,0.234,False,False,0
BEH-00000074,AU-CUST00883,TXN-2024-000074,2025-04-22T20:39:21,0.011,NORMAL,710,0,0.21,False,False,0
BEH-00000075,AU-CUST00678,TXN-2024-000075,2025-06-09T08:11:42,0.233,NORMAL,480,0,0.114,False,False,0
BEH-00000076,AU-CUST00168,TXN-2024-000076,2025-04-10T16:24:16,0.028,NORMAL,1140,0,0.073,False,False,0
BEH-00000077,AU-CUST00659,TXN-2024-000077,2025-05-21T18:59:54,0.178,NORMAL,765,0,0.16,False,False,0
BEH-00000078,AU-CUST00432,TXN-2024-000078,2025-04-14T23:14:11,0.247,NORMAL,163,0,0.239,False,False,0
BEH-00000079,AU-CUST00024,TXN-2024-000079,2025-09-05T20:34:35,0.131,NORMAL,971,0,0.072,False,False,0
BEH-00000080,AU-CUST00196,TXN-2024-000080,2025-05-16T21:12:35,0.233,NORMAL,356,0,0.067,False,False,0
BEH-00000081,AU-CUST00738,TXN-2024-000081,2025-01-09T07:43:49,0.242,NORMAL,1667,0,0.152,False,False,0
BEH-00000082,AU-CUST00558,TXN-2024-000082,2025-05-28T15:51:45,0.036,NORMAL,1326,0,0.278,False,False,0
BEH-00000083,AU-CUST00491,TXN-2024-000083,2024-09-29T10:24:31,0.192,NORMAL,1081,0,0.175,False,False,0
BEH-00000084,AU-CUST00773,TXN-2024-000084,2025-09-08T11:19:13,0.321,NORMAL,260,0,0.258,False,False,0
BEH-00000085,AU-CUST00521,TXN-2024-000085,2025-07-23T18:55:44,0.024,NORMAL,442,0,0.003,False,False,0
BEH-00000086,AU-CUST00968,TXN-2024-000086,2025-06-22T23:01:12,0.05,NORMAL,1339,0,0.191,False,False,0
BEH-00000087,AU-CUST00051,TXN-2024-000087,2024-12-11T15:05:32,0.048,NORMAL,1500,0,0.168,False,False,0
BEH-00000088,AU-CUST00281,TXN-2024-000088,2025-07-06T04:04:38,0.308,NORMAL,94,0,0.02,False,False,0
BEH-00000089,AU-CUST00185,TXN-2024-000089,2025-01-14T08:29:16,0.319,NORMAL,949,0,0.281,False,False,0
BEH-00000090,AU-CUST00404,TXN-2024-000090,2025-08-26T06:00:53,0.188,NORMAL,289,0,0.132,False,False,0
BEH-00000091,AU-CUST00911,TXN-2024-000091,2025-02-19T23:54:00,0.062,NORMAL,594,0,0.136,False,False,0
BEH-00000092,AU-CUST00401,TXN-2024-000092,2025-03-21T00:25:29,0.098,NORMAL,1558,0,0.013,False,False,0
BEH-00000093,AU-CUST00310,TXN-2024-000093,2025-04-29T13:55:44,0.303,NORMAL,219,0,0.241,False,False,0
BEH-00000094,AU-CUST00083,TXN-2024-000094,2024-12-07T04:35:22,0.182,NORMAL,817,0,0.035,False,False,0
BEH-00000095,AU-CUST00387,TXN-2024-000095,2025-01-07T16:11:36,0.228,NORMAL,1198,0,0.074,False,False,0
BEH-00000096,AU-CUST00228,TXN-2024-000096,2025-08-14T23:05:12,0.204,NORMAL,1798,0,0.137,False,False,0
BEH-00000097,AU-CUST00186,TXN-2024-000097,2024-11-04T12:37:50,0.188,NORMAL,1531,0,0.121,False,False,0
BEH-00000098,AU-CUST00131,TXN-2024-000098,2025-09-17T05:48:48,0.143,NORMAL,65,0,0.296,False,False,0
BEH-00000099,AU-CUST00627,TXN-2024-000099,2025-04-21T04:08:17,0.275,NORMAL,958,0,0.183,False,False,0
BEH-00000100,AU-CUST00703,TXN-2024-000100,2024-12-17T00:11:36,0.964,ACTIVE_CALL|HESITATION|URGENCY|TIME_PRESSURE,1593,3,0.526,False,False,2
BEH-00000101,AU-CUST00736,TXN-2024-000101,2025-09-20T14:04:10,0.183,NORMAL,1757,0,0.043,False,False,0
BEH-00000102,AU-CUST00054,TXN-2024-000102,2025-06-15T08:54:11,0.238,NORMAL,863,0,0.079,False,False,0
BEH-00000103,AU-CUST00922,TXN-2024-000103,2024-07-03T06:56:05,0.069,NORMAL,1431,0,0.272,False,False,0
BEH-00000104,AU-CUST00500,TXN-2024-000104,2025-04-25T19:20:58,0.186,NORMAL,1139,0,0.011,False,False,0
BEH-00000105,AU-CUST00559,TXN-2024-000105,2025-09-16T01:36:48,0.255,NORMAL,1541,0,0.091,False,False,0
BEH-00000106,AU-CUST00877,TXN-2024-000106,2025-05-23T18:20:02,0.289,NORMAL,1049,0,0.107,False,False,0
BEH-00000107,AU-CUST00270,TXN-2024-000107,2025-06-15T04:00:21,0.305,NORMAL,888,0,0.039,False,False,0
BEH-00000108,AU-CUST00496,TXN-2024-000108,2025-07-13T23:06:08,0.097,NORMAL,1553,0,0.12,False,False,0
BEH-00000109,AU-CUST00069,TXN-2024-000109,2025-01-23T22:47:39,0.078,NORMAL,1375,0,0.089,False,False,0
BEH-00000110,AU-CUST00484,TXN-2024-000110,2024-11-22T03:48:38,0.314,NORMAL,1022,0,0.127,False,False,0
BEH-00000111,AU-CUST00262,TXN-2024-000111,2025-09-25T19:46:49,0.097,NORMAL,1577,0,0.264,False,False,0
BEH-00000112,AU-CUST00179,TXN-2024-000112,2025-01-16T14:30:48,0.084,NORMAL,1398,0,0.249,False,False,0
BEH-00000113,AU-CUST00613,TXN-2024-000113,2025-05-28T01:11:07,0.167,NORMAL,113,0,0.161,False,False,0
BEH-00000114,AU-CUST00126,TXN-2024-000114,2024-07-16T07:40:28,0.242,NORMAL,1316,0,0.246,False,False,0
BEH-00000115,AU-CUST00975,TXN-2024-000115,2025-07-22T15:04:17,0.16,NORMAL,418,0,0.118,False,False,0
BEH-00000116,AU-CUST00230,TXN-2024-000116,2025-05-04T04:34:49,0.116,NORMAL,1580,0,0.069,False,False,0
BEH-00000117,AU-CUST00078,TXN-2024-000117,2024-06-27T14:34:38,0.015,NORMAL,822,0,0.067,False,False,0
BEH-00000118,AU-CUST00437,TXN-2024-000118,2025-07-27T08:08:16,0.775,EMAIL_INTERACTION|COPY_PASTE|VENDOR_CHANGE,472,2,0.867,True,False,2
BEH-00000119,AU-CUST00381,TXN-2024-000119,2025-03-23T11:16:34,0.359,NORMAL,775,0,0.242,False,False,0
BEH-00000120,AU-CUST00653,TXN-2024-000120,2025-05-27T03:46:45,0.276,NORMAL,805,0,0.027,False,False,0
BEH-00000121,AU-CUST00664,TXN-2024-000121,2024-03-12T03:55:35,0.285,NORMAL,1666,0,0.286,False,False,0
BEH-00000122,AU-CUST00586,TXN-2024-000122,2025-07-03T22:57:57,0.147,NORMAL,135,0,0.182,False,False,0
BEH-00000123,AU-CUST00571,TXN-2024-000123,2025-07-15T23:48:34,0.333,NORMAL,471,0,0.075,False,False,0
BEH-00000124,AU-CUST00774,TXN-2024-000124,2024-06-28T20:27:19,0.069,NORMAL,352,0,0.213,False,False,0
BEH-00000125,AU-CUST00645,TXN-2024-000125,2025-01-10T12:31:59,0.344,NORMAL,588,0,0.17,False,False,0
BEH-00000126,AU-CUST00136,TXN-2024-000126,2025-05-15T23:05:25,0.12,NORMAL,313,0,0.29,False,False,0
BEH-00000127,AU-CUST00454,TXN-2024-000127,2025-09-07T18:13:25,0.036,NORMAL,455,0,0.008,False,False,0
BEH-00000128,AU-CUST00683,TXN-2024-000128,2025-05-10T13:43:30,0.125,NORMAL,241,0,0.095,False,False,0
BEH-00000129,AU-CUST00263,TXN-2024-000129,2024-10-10T20:07:18,0.181,NORMAL,138,0,0.242,False,False,0
BEH-00000130,AU-CUST00863,TXN-2024-000130,2025-04-22T20:58:06,0.203,NORMAL,295,0,0.298,False,False,0
BEH-00000131,AU-CUST00475,TXN-2024-000131,2025-05-05T23:18:23,0.214,NORMAL,275,0,0.191,False,False,0
BEH-00000132,AU-CUST00316,TXN-2024-000132,2025-08-29T23:53:58,0.107,NORMAL,750,0,0.228,False,False,0
BEH-00000133,AU-CUST00376,TXN-2024-000133,2025-04-19T02:57:53,0.233,NORMAL,1054,0,0.186,False,False,0
BEH-00000134,AU-CUST00614,TXN-2024-000134,2025-04-02T00:06:25,0.238,NORMAL,1284,0,0.059,False,False,0
BEH-00000135,AU-CUST00703,TXN-2024-000135,2025-04-24T10:19:07,0.369,NORMAL,1347,0,0.043,False,False,0
BEH-00000136,AU-CUST00252,TXN-2024-000136,2025-04-05T16:16:32,0.256,NORMAL,994,0,0.268,False,False,0
BEH-00000137,AU-CUST00168,TXN-2024-000137,2025-05-11T13:25:29,0.12,NORMAL,1058,0,0.151,False,False,0
BEH-00000138,AU-CUST00089,TXN-2024-000138,2025-07-27T07:41:30,0.115,NORMAL,1329,0,0.267,False,False,0
BEH-00000139,AU-CUST00487,TXN-2024-000139,2025-01-07T13:43:33,0.07,NORMAL,1246,0,0.262,False,False,0
BEH-00000140,AU-CUST00928,TXN-2024-000140,2025-08-29T13:48:02,0.154,NORMAL,1317,0,0.135,False,False,0
BEH-00000141,AU-CUST00958,TXN-2024-000141,2025-07-11T21:45:06,0.145,NORMAL,591,0,0.278,False,False,0
BEH-00000142,AU-CUST00556,TXN-2024-000142,2024-07-29T00:20:54,0.135,NORMAL,430,0,0.237,False,False,0
BEH-00000143,AU-CUST00528,TXN-2024-000143,2025-09-24T11:41:21,0.116,NORMAL,1474,0,0.031,False,False,0
BEH-00000144,AU-CUST00496,TXN-2024-000144,2024-12-04T02:27:09,0.243,NORMAL,1773,0,0.195,False,False,0
BEH-00000145,AU-CUST00234,TXN-2024-000145,2024-12-10T19:02:23,0.262,NORMAL,877,0,0.225,False,False,0
BEH-00000146,AU-CUST00407,TXN-2024-000146,2025-01-26T21:47:30,0.235,NORMAL,784,0,0.07,False,False,0
BEH-00000147,AU-CUST00934,TXN-2024-000147,2025-06-30T10:34:12,0.03,NORMAL,586,0,0.028,False,False,0
BEH-00000148,AU-CUST00612,TXN-2024-000148,2025-04-06T07:34:45,0.324,NORMAL,1442,0,0.284,False,False,0
BEH-00000149,AU-CUST00241,TXN-2024-000149,2025-05-07T09:30:15,0.185,NORMAL,1507,0,0.029,False,False,0
BEH-00000150,AU-CUST00086,TXN-2024-000150,2025-09-23T09:43:38,0.075,NORMAL,1584,0,0.178,False,False,0
BEH-00000151,AU-CUST00746,TXN-2024-000151,2025-03-05T06:46:06,0.067,NORMAL,1649,0,0.166,False,False,0
BEH-00000152,AU-CUST00901,TXN-2024-000152,2025-01-18T08:49:11,0.032,NORMAL,738,0,0.072,False,False,0
BEH-00000153,AU-CUST00107,TXN-2024-000153,2025-08-16T07:49:34,0.343,NORMAL,484,0,0.05,False,False,0
BEH-00000154,AU-CUST00370,TXN-2024-000154,2025-08-15T03:52:41,0.277,NORMAL,1730,0,0.173,False,False,0
BEH-00000155,AU-CUST00849,TXN-2024-000155,2025-09-10T15:31:56,0.334,NORMAL,136,0,0.001,False,False,0
BEH-00000156,AU-CUST00250,TXN-2024-000156,2025-04-22T09:45:35,0.083,NORMAL,1734,0,0.042,False,False,0
BEH-00000157,AU-CUST00176,TXN-2024-000157,2025-06-04T01:15:01,0.046,NORMAL,1027,0,0.014,False,False,0
BEH-00000158,AU-CUST00387,TXN-2024-000158,2025-09-04T15:30:57,0.265,NORMAL,1730,0,0.173,False,False,0
BEH-00000159,AU-CUST00387,TXN-2024-000159,2025-06-14T07:57:32,0.203,NORMAL,180,0,0.254,False,False,0
BEH-00000160,AU-CUST00473,TXN-2024-000160,2024-10-11T03:58:11,0.364,NORMAL,906,0,0.244,False,False,0
BEH-00000161,AU-CUST00965,TXN-2024-000161,2025-04-12T06:02:22,0.797,ACTIVE_CALL|HESITATION|URGENCY|TIME_PRESSURE,1452,1,0.564,False,True,2
BEH-00000162,AU-CUST00973,TXN-2024-000162,2025-09-27T17:27:36,0.387,NORMAL,699,0,0.156,False,False,0
BEH-00000163,AU-CUST00575,TXN-2024-000163,2025-09-12T02:57:54,0.075,NORMAL,1482,0,0.068,False,False,0
BEH-00000164,AU-CUST00075,TXN-2024-000164,2025-05-14T19:21:50,0.216,NORMAL,652,0,0.013,False,False,0
BEH-00000165,AU-CUST00259,TXN-2024-000165,2025-06-30T13:22:29,0.995,ACTIVE_CALL|HESITATION|URGENCY|TIME_PRESSURE,158,4,0.533,False,True,3
BEH-00000166,AU-CUST00177,TXN-2024-000166,2025-07-07T04:21:39,0.067,NORMAL,443,0,0.033,False,False,0
BEH-00000167,AU-CUST00001,TXN-2024-000167,2025-07-05T11:31:25,0.286,NORMAL,1060,0,0.217,False,False,0
BEH-00000168,AU-CUST00377,TXN-2024-000168,2025-05-18T23:33:19,0.351,NORMAL,79,0,0.169,False,False,0
BEH-00000169,AU-CUST00007,TXN-2024-000169,2025-08-25T01:42:06,0.292,NORMAL,844,0,0.147,False,False,0
BEH-00000170,AU-CUST00571,TXN-2024-000170,2025-06-18T11:08:58,0.214,NORMAL,1736,0,0.086,False,False,0
BEH-00000171,AU-CUST00270,TXN-2024-000171,2025-08-02T02:00:51,0.031,NORMAL,1179,0,0.091,False,False,0
BEH-00000172,AU-CUST00719,TXN-2024-000172,2025-01-14T04:44:16,0.05,NORMAL,665,0,0.23,False,False,0
BEH-00000173,AU-CUST00524,TXN-2024-000173,2025-06-21T14:41:11,0.209,NORMAL,718,0,0.056,False,False,0
BEH-00000174,AU-CUST00949,TXN-2024-000174,2024-06-09T14:20:56,0.387,NORMAL,1281,0,0.084,False,False,0
BEH-00000175,AU-CUST00477,TXN-2024-000175,2025-09-21T12:58:28,0.233,NORMAL,1280,0,0.128,False,False,0
BEH-00000176,AU-CUST00154,TXN-2024-000176,2025-09-19T14:09:32,0.286,NORMAL,884,0,0.244,False,False,0
BEH-00000177,AU-CUST00922,TXN-2024-000177,2025-01-13T17:49:34,0.176,NORMAL,1198,0,0.265,False,False,0
BEH-00000178,AU-CUST00303,TXN-2024-000178,2025-07-17T12:00:31,0.022,NORMAL,1460,0,0.042,False,False,0
BEH-00000179,AU-CUST00760,TXN-2024-000179,2025-02-28T15:21:09,0.173,NORMAL,1378,0,0.184,False,False,0
BEH-00000180,AU-CUST00779,TXN-2024-000180,2025-09-22T22:32:36,0.357,NORMAL,1413,0,0.095,False,False,0
BEH-00000181,AU-CUST00926,TXN-2024-000181,2025-06-02T12:21:25,0.001,NORMAL,666,0,0.188,False,False,0
BEH-00000182,AU-CUST00635,TXN-2024-000182,2025-03-07T02:46:55,0.279,NORMAL,644,0,0.018,False,False,0
BEH-00000183,AU-CUST00506,TXN-2024-000183,2025-07-09T11:18:58,0.049,NORMAL,952,0,0.146,False,False,0
BEH-00000184,AU-CUST00379,TXN-2024-000184,2024-11-20T16:49:12,0.029,NORMAL,677,0,0.14,False,False,0
BEH-00000185,AU-CUST00437,TXN-2024-000185,2025-06-30T07:12:19,0.08,NORMAL,193,0,0.173,False,False,0
BEH-00000186,AU-CUST00777,TXN-2024-000186,2025-03-07T09:41:19,0.332,NORMAL,825,0,0.029,False,False,0
BEH-00000187,AU-CUST00562,TXN-2024-000187,2025-01-26T00:55:48,0.226,NORMAL,263,0,0.162,False,False,0
BEH-00000188,AU-CUST00049,TXN-2024-000188,2025-06-13T22:20:09,0.017,NORMAL,404,0,0.183,False,False,0
BEH-00000189,AU-CUST00367,TXN-2024-000189,2025-04-13T02:50:43,0.277,NORMAL,1388,0,0.297,False,False,0
BEH-00000190,AU-CUST00915,TXN-2024-000190,2024-12-09T21:09:01,0.306,NORMAL,1609,0,0.119,False,False,0
BEH-00000191,AU-CUST00209,TXN-2024-000191,2025-04-13T13:43:59,0.154,NORMAL,1543,0,0.196,False,False,0
BEH-00000192,AU-CUST00464,TXN-2024-000192,2025-09-10T18:06:45,0.285,NORMAL,1635,0,0.128,False,False,0
BEH-00000193,AU-CUST00834,TXN-2024-000193,2024-11-04T14:13:22,0.144,NORMAL,328,0,0.095,False,False,0
BEH-00000194,AU-CUST00286,TXN-2024-000194,2025-04-20T03:07:40,0.3,NORMAL,1066,0,0.217,False,False,0
BEH-00000195,AU-CUST00676,TXN-2024-000195,2024-04-15T02:03:47,0.28,NORMAL,690,0,0.279,False,False,0
BEH-00000196,AU-CUST00782,TXN-2024-000196,2025-07-28T06:15:20,0.385,NORMAL,1134,0,0.065,False,False,0
BEH-00000197,AU-CUST00321,TXN-2024-000197,2025-06-27T10:49:05,0.361,NORMAL,1588,0,0.295,False,False,0
BEH-00000198,AU-CUST00894,TXN-2024-000198,2025-01-20T00:13:25,0.118,NORMAL,1562,0,0.182,False,False,0
BEH-00000199,AU-CUST00436,TXN-2024-000199,2024-08-30T23:22:39,0.324,NORMAL,1383,0,0.061,False,False,0
BEH-00000200,AU-CUST00291,TXN-2024-000200,2024-09-22T04:37:36,0.18,NORMAL,1709,0,0.293,False,False,0
BEH-00000201,AU-CUST00225,TXN-2024-000201,2025-02-14T05:08:47,0.297,NORMAL,393,0,0.17,False,False,0
BEH-00000202,AU-CUST00263,TXN-2024-000202,2025-03-09T23:32:19,0.103,NORMAL,581,0,0.0,False,False,0
BEH-00000203,AU-CUST00559,TXN-2024-000203,2025-06-20T19:30:55,0.075,NORMAL,1021,0,0.247,False,False,0
BEH-00000204,AU-CUST00225,TXN-2024-000204,2025-08-12T08:58:01,0.141,NORMAL,317,0,0.131,False,False,0
BEH-00000205,AU-CUST00355,TXN-2024-000205,2025-07-24T12:26:08,0.046,NORMAL,1336,0,0.072,False,False,0
BEH-00000206,AU-CUST00705,TXN-2024-000206,2025-07-14T00:51:13,0.353,NORMAL,1424,0,0.012,False,False,0
BEH-00000207,AU-CUST00875,TXN-2024-000207,2025-06-09T19:01:23,0.385,NORMAL,756,0,0.15,False,False,0
BEH-00000208,AU-CUST00675,TXN-2024-000208,2025-03-17T19:54:05,0.087,NORMAL,1372,0,0.284,False,False,0
BEH-00000209,AU-CUST00524,TXN-2024-000209,2025-07-21T06:38:03,0.018,NORMAL,1795,0,0.157,False,False,0
BEH-00000210,AU-CUST00690,TXN-2024-000210,2025-05-31T01:18:58,0.101,NORMAL,1654,0,0.122,False,False,0
