call_id,customer_id,transaction_id,call_date,call_time,call_type,call_outcome_category,call_duration_seconds,analyst_team,risk_level,customer_profile,escalated,call_quality_score,resolution_time_hours
CALL-000028,AU-CUST00128,TXN-2024-000881,2024-10-07,11:31:22,Outbound,Customer reached,1025,Customer Protection,Medium,Standard,False,0.85,1.6
CALL-000029,AU-CUST00284,TXN-2024-000951,2025-08-23,00:29:06,Inbound,Customer reached,2281,Transaction Risk,Medium,Standard,False,0.9,3.4
CALL-000030,AU-CUST00169,TXN-2024-001032,2024-08-05,10:59:08,Outbound,Customer reached,1813,Fraud Ops,Medium,Vulnerable,False,0.85,1.5
CALL-000031,AU-CUST00479,TXN-2024-001062,2025-08-03,00:10:56,Inbound,Customer reached,1309,Customer Protection,High,Vulnerable,True,0.71,1.4
CALL-000032,AU-CUST00398,TXN-2024-001073,2024-04-15,19:45:01,Outbound,Customer reached,700,Customer Protection,High,Vulnerable,False,0.87,2.0
CALL-000033,AU-CUST00233,TXN-2024-001091,2025-07-23,22:59:16,Outbound,Customer reached,286,Customer Protection,Medium,Vulnerable,False,0.87,1.4
CALL-000034,AU-CUST00400,TXN-2024-001113,2025-03-28,06:59:22,Inbound,No Response,1636,Customer Protection,Medium,Vulnerable,False,0.75,5.7
CALL-000035,AU-CUST00956,TXN-2024-001135,2025-06-09,20:21:47,Outbound,No Response,1494,Fraud Ops,Medium,Vulnerable,False,0.82,3.6
CALL-000036,AU-CUST00168,TXN-2024-001137,2025-03-30,21:47:37,Inbound,No Response,1847,Transaction Risk,High,Vulnerable,False,0.89,1.4
CALL-000037,AU-CUST00720,TXN-2024-001179,2025-02-19,04:14:49,Outbound,No Response,435,Customer Protection,Medium,Vulnerable,False,0.91,3.3
CALL-000038,AU-CUST00395,TXN-2024-001341,2025-06-08,11:30:23,Inbound,No Response,181,Transaction Risk,High,Vulnerable,False,0.81,1.2
CALL-000039,AU-CUST00055,TXN-2024-001375,2025-06-18,10:34:41,Inbound,Customer reached,492,Fraud Ops,High,Standard,False,0.73,5.5
CALL-000040,AU-CUST00427,TXN-2024-001439,2025-09-14,05:23:26,Outbound,Customer reached,1216,Customer Protection,High,Vulnerable,False,0.9,4.7
CALL-000041,AU-CUST00703,TXN-2024-001500,2024-08-27,10:37:44,Inbound,No Response,1540,Transaction Risk,Medium,Vulnerable,False,0.86,2.3
CALL-000042,AU-CUST00169,TXN-2024-001508,2025-09-02,04:17:20,Inbound,Customer reached,188,Transaction Risk,Medium,Vulnerable,False,0.9,3.1
CALL-000043,AU-CUST00386,TXN-2024-001519,2024-11-17,22:44:12,Outbound,Customer reached,2332,Transaction Risk,High,Vulnerable,False,0.91,1.8
CALL-000044,AU-CUST00537,TXN-2024-001527,2024-09-16,16:41:33,Outbound,No Response,1405,Transaction Risk,High,Vulnerable,True,0.9,1.6
CALL-000045,AU-CUST00604,TXN-2024-001534,2024-12-30,03:49:04,Outbound,Customer reached,1989,Customer Protection,High,Standard,True,0.73,1.1
CALL-000046,AU-CUST00560,TXN-2024-001560,2025-07-10,13:55:40,Outbound,No Response,1124,Customer Protection,Medium,Standard,False,0.83,2.8
CALL-000047,AU-CUST00350,TXN-2024-001567,2024-10-31,22:46:41,Outbound,Voicemail left,391,Transaction Risk,Medium,Vulnerable,False,0.71,5.0
CALL-000048,AU-CUST00026,TXN-2024-001578,2025-08-18,03:02:55,Outbound,Voicemail left,401,Transaction Risk,High,Vulnerable,True,0.8,3.1
CALL-000049,AU-CUST00788,TXN-2024-001599,2025-08-05,03:00:02,Outbound,No Response,2356,Fraud Ops,Medium,Vulnerable,False,0.7,3.5
CALL-000050,AU-CUST00468,TXN-2024-001656,2025-07-14,20:21:31,Inbound,Customer reached,997,Transaction Risk,Medium,Vulnerable,False,0.9,4.0
CALL-000051,AU-CUST00788,TXN-2024-001660,2025-07-18,21:23:36,Outbound,Customer reached,856,Customer Protection,Medium,Vulnerable,False,0.79,2.2
CALL-000052,AU-CUST00479,TXN-2024-001709,2025-08-23,11:52:11,Outbound,Customer reached,1657,Customer Protection,Medium,Vulnerable,False,0.74,5.4
CALL-000053,AU-CUST00222,TXN-2024-001734,2025-01-15,15:54:11,Inbound,Voicemail left,2206,Fraud Ops,Medium,Standard,False,0.75,1.6
CALL-000054,AU-CUST00957,TXN-2024-001773,2025-04-04,15:58:01,Outbound,Customer reached,2306,Transaction Risk,High,Standard,False,0.79,2.1
CALL-000055,AU-CUST00856,TXN-2024-001781,2024-06-16,03:24:09,Outbound,No Response,1057,Fraud Ops,Medium,Standard,False,0.83,1.4
CALL-000056,AU-CUST00330,TXN-2024-001857,2025-02-27,12:28:31,Inbound,Voicemail left,189,Fraud Ops,Medium,Standard,False,0.78,5.6
CALL-000057,AU-CUST00921,TXN-2024-001914,2025-06-14,05:32:44,Outbound,No Response,1274,Transaction Risk,Medium,Vulnerable,False,0.89,2.2
CALL-000058,AU-CUST00262,TXN-2024-001961,2025-08-23,04:39:30,Outbound,No Response,492,Fraud Ops,High,Vulnerable,False,0.82,4.2
CALL-000059,AU-CUST00386,TXN-2024-001974,2025-08-22,22:32:40,Outbound,Customer reached,203,Transaction Risk,High,Vulnerable,False,0.77,4.8
CALL-000060,AU-CUST00400,TXN-2024-002007,2025-07-05,12:21:40,Outbound,Customer reached,1098,Customer Protection,High,Vulnerable,False,0.82,5.4
CALL-000061,AU-CUST00821,TXN-2024-002020,2024-04-13,01:16:35,Inbound,No Response,1903,Customer Protection,Medium,Vulnerable,False,0.77,5.1
CALL-000062,AU-CUST00603,TXN-2024-002029,2025-01-28,22:11:47,Inbound,Customer reached,475,Fraud Ops,High,Vulnerable,False,0.9,1.6
CALL-000063,AU-CUST00381,TXN-2024-002114,2024-11-27,01:31:08,Outbound,Customer reached,363,Transaction Risk,Medium,Vulnerable,False,0.8,5.2
CALL-000064,AU-CUST00866,TXN-2024-002120,2025-07-01,16:33:48,Outbound,Customer reached,1081,Customer Protection,High,Standard,True,0.88,3.5
CALL-000065,AU-CUST00276,TXN-2024-002121,2024-07-05,17:27:41,Outbound,No Response,474,Customer Protection,High,Vulnerable,False,0.9,4.6
CALL-000066,AU-CUST00067,TXN-2024-002151,2025-02-26,02:08:01,Inbound,No Response,1882,Customer Protection,High,Standard,True,0.74,5.5
CALL-000067,AU-CUST00686,TXN-2024-002163,2025-01-25,09:11:26,Inbound,Voicemail left,1037,Fraud Ops,High,Standard,True,0.82,5.3
CALL-000068,AU-CUST00327,TXN-2024-002185,2025-09-08,03:56:54,Outbound,No Response,2076,Transaction Risk,High,Standard,False,0.74,4.8
CALL-000069,AU-CUST00614,TXN-2024-002222,2025-06-26,19:22:23,Outbound,Customer reached,865,Transaction Risk,Medium,Vulnerable,False,0.9,5.0
CALL-000070,AU-CUST00980,TXN-2024-002252,2025-04-27,08:23:51,Inbound,Voicemail left,905,Customer Protection,Medium,Vulnerable,False,0.8,0.6
CALL-000071,AU-CUST00271,TXN-2024-002266,2025-08-27,07:51:17,Outbound,Customer reached,2280,Customer Protection,High,Vulnerable,False,0.7,1.7
CALL-000072,AU-CUST00377,TXN-2024-002307,2025-05-14,23:29:57,Outbound,Customer reached,258,Customer Protection,Medium,Vulnerable,False,0.89,5.2
CALL-000073,AU-CUST00960,TXN-2024-002311,2025-06-03,05:05:32,Inbound,Customer reached,492,Fraud Ops,Medium,Vulnerable,False,0.79,0.8
CALL-000074,AU-CUST00107,TXN-2024-002381,2025-09-07,20:27:07,Inbound,Customer reached,2025,Fraud Ops,Medium,Standard,False,0.77,1.2
CALL-000075,AU-CUST00631,TXN-2024-002420,2025-07-09,23:37:47,Outbound,Customer reached,1390,Fraud Ops,Medium,Vulnerable,False,0.94,1.8
CALL-000076,AU-CUST00421,TXN-2024-002479,2025-07-31,18:48:22,Outbound,No Response,980,Fraud Ops,High,Vulnerable,False,0.72,5.8
CALL-000077,AU-CUST00899,TXN-2024-002487,2025-04-07,05:20:34,Outbound,No Response,807,Transaction Risk,High,Vulnerable,False,0.81,1.5
CALL-000078,AU-CUST00666,TXN-2024-002526,2025-09-20,08:19:02,Outbound,Customer reached,1017,Transaction Risk,Medium,Vulnerable,False,0.8,2.0
CALL-000079,AU-CUST00104,TXN-2024-002583,2025-09-12,23:19:20,Outbound,No Response,2319,Transaction Risk,High,Standard,False,0.75,4.9
CALL-000080,AU-CUST00170,TXN-2024-002598,2024-12-28,04:04:09,Inbound,Customer reached,1844,Fraud Ops,High,Vulnerable,True,0.75,0.6
CALL-000081,AU-CUST00521,TXN-2024-002616,2025-08-01,22:15:59,Inbound,Customer reached,183,Fraud Ops,High,Vulnerable,True,0.95,2.4
CALL-000082,AU-CUST00800,TXN-2024-002711,2025-06-18,21:02:54,Outbound,Voicemail left,626,Customer Protection,High,Vulnerable,False,0.85,1.7
CALL-000083,AU-CUST00327,TXN-2024-002715,2025-08-27,01:53:37,Inbound,No Response,1616,Customer Protection,High,Standard,False,0.8,2.5
CALL-000084,AU-CUST00397,TXN-2024-002762,2024-12-01,16:33:44,Inbound,Customer reached,2378,Customer Protection,Medium,Vulnerable,False,0.89,1.9
CALL-000085,AU-CUST00996,TXN-2024-002795,2025-06-14,11:32:18,Outbound,Voicemail left,1451,Fraud Ops,High,Standard,False,0.87,4.8
CALL-000086,AU-CUST00720,TXN-2024-002815,2025-07-27,21:21:35,Outbound,Voicemail left,998,Customer Protection,High,Vulnerable,False,0.92,2.5
CALL-000087,AU-CUST00633,TXN-2024-002822,2024-11-23,05:16:45,Outbound,Customer reached,209,Transaction Risk,Medium,Standard,False,0.83,3.7
CALL-000088,AU-CUST00202,TXN-2024-002827,2025-09-29,02:56:46,Outbound,Customer reached,2397,Transaction Risk,Medium,Standard,False,0.81,1.5
CALL-000089,AU-CUST00666,TXN-2024-002834,2025-04-21,20:29:28,Outbound,No Response,1187,Customer Protection,High,Vulnerable,False,0.9,1.3
CALL-000090,AU-CUST00385,TXN-2024-003033,2025-03-30,05:11:39,Inbound,Customer reached,267,Fraud Ops,High,Standard,False,0.84,2.3
CALL-000091,AU-CUST00170,TXN-2024-003045,2024-11-09,21:04:08,Outbound,Customer reached,295,Fraud Ops,High,Vulnerable,False,0.85,2.0
CALL-000092,AU-CUST00886,TXN-2024-003085,2024-05-07,01:38:55,Inbound,Customer reached,2116,Transaction Risk,Medium,Vulnerable,False,0.84,0.8
CALL-000093,AU-CUST00421,TXN-2024-003152,2025-05-31,00:40:00,Outbound,Customer reached,1778,Fraud Ops,Medium,Vulnerable,False,0.85,2.3
CALL-000094,AU-CUST00402,TXN-2024-003214,2024-06-24,02:39:12,Outbound,No Response,408,Customer Protection,Medium,Vulnerable,False,0.87,1.6
CALL-000095,AU-CUST00976,TXN-2024-003221,2024-10-15,00:59:33,Outbound,No Response,936,Customer Protection,High,Standard,False,0.81,5.2
CALL-000096,AU-CUST00398,TXN-2024-003225,2025-06-22,00:26:46,Outbound,No Response,2003,Customer Protection,Medium,Vulnerable,False,0.93,2.9
CALL-000097,AU-CUST00643,TXN-2024-003250,2025-04-16,00:24:54,Outbound,Customer reached,2124,Customer Protection,High,Vulnerable,False,0.72,4.7
CALL-000098,AU-CUST00385,TXN-2024-003288,2025-06-02,23:13:05,Inbound,Customer reached,621,Customer Protection,High,Standard,False,0.84,5.9
CALL-000099,AU-CUST00402,TXN-2024-003317,2025-07-24,02:23:44,Outbound,Customer reached,1570,Customer Protection,Medium,Vulnerable,False,0.85,1.3
CALL-000100,AU-CUST00644,TXN-2024-003321,2024-04-17,09:39:45,Outbound,Customer reached,1406,Customer Protection,High,Standard,False,0.79,2.7
CALL-000101,AU-CUST00655,TXN-2024-003467,2024-11-23,16:00:13,Inbound,No Response,2156,Fraud Ops,High,Vulnerable,False,0.9,3.0
CALL-000102,AU-CUST00040,TXN-2024-003477,2025-06-10,06:10:36,Outbound,No Response,1658,Customer Protection,High,Standard,False,0.93,0.9
CALL-000103,AU-CUST00326,TXN-2024-003501,2024-11-09,21:50:13,Inbound,Customer reached,585,Fraud Ops,High,Vulnerable,False,0.87,3.9
CALL-000104,AU-CUST00295,TXN-2024-003505,2025-06-26,03:55:08,Inbound,Customer reached,1419,Customer Protection,Medium,Vulnerable,False,0.8,1.9
CALL-000105,AU-CUST00656,TXN-2024-003520,2025-05-11,21:58:10,Inbound,Voicemail left,2024,Customer Protection,Medium,Vulnerable,False,0.88,1.6
CALL-000106,AU-CUST00600,TXN-2024-003529,2025-05-21,12:15:04,Outbound,No Response,1412,Transaction Risk,High,Standard,True,0.95,5.9
CALL-000107,AU-CUST00388,TXN-2024-003537,2025-06-05,22:40:31,Outbound,Voicemail left,1230,Transaction Risk,Medium,Vulnerable,False,0.74,5.7
CALL-000108,AU-CUST00427,TXN-2024-003572,2025-03-25,22:33:48,Inbound,Customer reached,1814,Customer Protection,High,Vulnerable,False,0.81,0.6
CALL-000109,AU-CUST00817,TXN-2024-003582,2025-09-25,01:39:53,Outbound,Customer reached,1110,Fraud Ops,High,Vulnerable,False,0.88,1.4
CALL-000110,AU-CUST00955,TXN-2024-003591,2025-03-26,08:34:33,Outbound,No Response,202,Fraud Ops,Medium,Standard,False,0.75,0.6
CALL-000111,AU-CUST00334,TXN-2024-003592,2025-07-22,01:54:06,Outbound,Customer reached,485,Transaction Risk,Medium,Vulnerable,False,0.83,2.8
CALL-000112,AU-CUST00827,TXN-2024-003609,2025-09-22,03:16:05,Outbound,Customer reached,1010,Customer Protection,High,Standard,False,0.82,5.5
CALL-000113,AU-CUST00662,TXN-2024-003613,2025-07-31,10:35:44,Outbound,Customer reached,821,Transaction Risk,Medium,Vulnerable,False,0.81,3.0
CALL-000114,AU-CUST00181,TXN-2024-003632,2025-03-04,15:51:04,Inbound,No Response,1082,Transaction Risk,Medium,Vulnerable,False,0.8,4.4
CALL-000115,AU-CUST00161,TXN-2024-003732,2025-08-12,19:00:04,Outbound,No Response,440,Fraud Ops,Medium,Standard,False,0.77,1.0
CALL-000116,AU-CUST00427,TXN-2024-003740,2025-03-23,05:06:43,Outbound,Customer reached,386,Customer Protection,High,Vulnerable,False,0.85,0.9
CALL-000117,AU-CUST00884,TXN-2024-003751,2025-05-09,23:35:13,Outbound,Customer reached,2288,Fraud Ops,Medium,Standard,False,0.75,2.4
CALL-000118,AU-CUST00427,TXN-2024-003764,2025-09-02,10:35:40,Outbound,Customer reached,1734,Transaction Risk,High,Vulnerable,False,0.73,2.5
CALL-000119,AU-CUST00677,TXN-2024-003866,2025-02-26,03:03:31,Outbound,Customer reached,2115,Customer Protection,High,Vulnerable,True,0.82,4.2
CALL-000120,AU-CUST00059,TXN-2024-003867,2025-04-30,14:08:26,Inbound,Customer reached,1232,Transaction Risk,High,Vulnerable,False,0.73,6.0
CALL-000121,AU-CUST00528,TXN-2024-003876,2025-07-13,03:01:54,Outbound,Customer reached,1065,Fraud Ops,High,Vulnerable,False,0.78,2.4
CALL-000122,AU-CUST00885,TXN-2024-003894,2025-07-25,03:05:53,Inbound,No Response,254,Transaction Risk,High,Vulnerable,False,0.94,1.2
CALL-000123,AU-CUST00097,TXN-2024-003895,2024-10-24,22:22:14,Inbound,Customer reached,2023,Customer Protection,Medium,Standard,False,0.78,3.4
CALL-000124,AU-CUST00252,TXN-2024-003907,2025-05-21,01:19:13,Outbound,Customer reached,1227,Customer Protection,Medium,Vulnerable,False,0.83,2.0
CALL-000125,AU-CUST00855,TXN-2024-003912,2025-06-23,11:30:22,Outbound,Voicemail left,536,Fraud Ops,Medium,Standard,False,0.84,4.8
CALL-000126,AU-CUST00167,TXN-2024-003913,2025-07-17,20:40:37,Outbound,Customer reached,1677,Transaction Risk,High,Vulnerable,True,0.81,1.9
CALL-000127,AU-CUST00603,TXN-2024-003939,2025-07-29,03:18:25,Inbound,Customer reached,2331,Fraud Ops,Medium,Vulnerable,False,0.91,2.5
CALL-000128,AU-CUST00086,TXN-2024-003952,2025-07-03,14:36:38,Outbound,Voicemail left,878,Customer Protection,High,Standard,False,0.73,1.5
CALL-000129,AU-CUST00381,TXN-2024-003974,2024-06-06,00:25:56,Inbound,Voicemail left,1416,Customer Protection,Medium,Vulnerable,False,0.71,3.4
CALL-000130,AU-CUST00427,TXN-2024-003976,2025-04-19,21:25:43,Outbound,Customer reached,1764,Fraud Ops,Medium,Vulnerable,False,0.86,2.7
CALL-000131,AU-CUST00400,TXN-2024-004025,2024-08-10,10:23:33,Inbound,No Response,2045,Transaction Risk,High,Vulnerable,False,0.83,3.1
CALL-000132,AU-CUST00715,TXN-2024-004047,2025-01-09,01:47:00,Inbound,No Response,560,Fraud Ops,High,Standard,False,0.85,2.4
CALL-000133,AU-CUST00372,TXN-2024-004154,2024-12-29,12:44:20,Outbound,Voicemail left,1807,Fraud Ops,Medium,Standard,False,0.73,3.6
CALL-000134,AU-CUST00109,TXN-2024-004157,2024-05-11,23:01:02,Inbound,No Response,346,Customer Protection,High,Vulnerable,True,0.85,3.1
CALL-000135,AU-CUST00148,TXN-2024-004223,2025-08-07,18:14:44,Outbound,Voicemail left,1622,Transaction Risk,High,Standard,True,0.77,0.7
CALL-000136,AU-CUST00525,TXN-2024-004229,2025-05-31,13:50:14,Outbound,No Response,2379,Fraud Ops,High,Vulnerable,False,0.89,4.0
CALL-000137,AU-CUST00553,TXN-2024-004230,2025-07-07,10:55:49,Outbound,Voicemail left,605,Transaction Risk,High,Vulnerable,False,0.88,1.7
CALL-000138,AU-CUST00188,TXN-2024-004345,2025-04-26,11:10:19,Outbound,Customer reached,1647,Transaction Risk,Medium,Vulnerable,False,0.77,4.9
CALL-000139,AU-CUST00381,TXN-2024-004348,2025-03-26,11:12:57,Outbound,No Response,851,Transaction Risk,Medium,Vulnerable,False,0.84,4.9
CALL-000140,AU-CUST00373,TXN-2024-004453,2025-04-17,19:48:05,Inbound,Voicemail left,229,Customer Protection,Medium,Standard,False,0.8,2.9
CALL-000141,AU-CUST00478,TXN-2024-004488,2025-07-14,01:17:43,Outbound,Customer reached,2288,Transaction Risk,High,Standard,False,0.81,2.1
CALL-000142,AU-CUST00848,TXN-2024-004559,2025-04-25,08:02:07,Outbound,Voicemail left,2173,Fraud Ops,High,Vulnerable,True,0.78,2.6
CALL-000143,AU-CUST00796,TXN-2024-004586,2025-02-15,12:08:53,Outbound,Customer reached,719,Customer Protection,High,Standard,False,0.85,4.5
CALL-000144,AU-CUST00417,TXN-2024-004588,2024-12-21,07:39:28,Outbound,Voicemail left,1551,Transaction Risk,High,Vulnerable,False,0.74,5.5
CALL-000145,AU-CUST00266,TXN-2024-004631,2025-07-26,06:41:31,Outbound,Voicemail left,1085,Fraud Ops,Medium,Vulnerable,False,0.86,3.1
CALL-000146,AU-CUST00510,TXN-2024-004658,2025-01-02,15:55:02,Outbound,Customer reached,783,Customer Protection,High,Standard,False,0.74,2.7
CALL-000147,AU-CUST00632,TXN-2024-004711,2025-02-18,04:00:17,Outbound,Customer reached,2009,Customer Protection,Medium,Vulnerable,False,0.89,3.9
CALL-000148,AU-CUST00775,TXN-2024-004718,2024-10-10,00:48:31,Outbound,No Response,1672,Fraud Ops,Medium,Vulnerable,False,0.85,4.2
CALL-000149,AU-CUST00176,TXN-2024-004719,2025-08-05,12:46:47,Outbound,Voicemail left,1998,Transaction Risk,Medium,Standard,False,0.72,1.4
CALL-000150,AU-CUST00340,TXN-2024-004776,2024-08-28,06:30:15,Outbound,Voicemail left,278,Fraud Ops,Medium,Standard,False,0.9,3.7
CALL-000151,AU-CUST00398,TXN-2024-004825,2025-03-23,06:54:41,Inbound,Customer reached,883,Customer Protection,High,Vulnerable,False,0.71,4.2
CALL-000152,AU-CUST00633,TXN-2024-004826,2024-12-28,04:03:08,Outbound,No Response,1713,Customer Protection,Medium,Standard,False,0.72,2.7
CALL-000153,AU-CUST00266,TXN-2024-004929,2025-05-27,23:06:39,Outbound,No Response,1865,Customer Protection,Medium,Vulnerable,False,0.74,1.4
CALL-000154,AU-CUST00813,TXN-2024-005011,2024-03-16,02:05:49,Outbound,No Response,1719,Customer Protection,Medium,Standard,False,0.76,5.1
CALL-000155,AU-CUST00029,TXN-2024-005026,2025-07-28,13:35:12,Outbound,Customer reached,2090,Customer Protection,Medium,Vulnerable,False,0.93,3.7
CALL-000156,AU-CUST00025,TXN-2024-005047,2025-02-17,07:14:16,Outbound,No Response,2122,Fraud Ops,High,Vulnerable,True,0.78,2.9
CALL-000157,AU-CUST00508,TXN-2024-005111,2025-04-08,20:46:14,Outbound,Customer reached,1895,Transaction Risk,High,Vulnerable,False,0.83,1.0
CALL-000158,AU-CUST00536,TXN-2024-005159,2025-08-10,04:01:19,Outbound,Customer reached,2115,Transaction Risk,Medium,Standard,False,0.85,5.3
CALL-000159,AU-CUST00463,TXN-2024-005206,2025-08-20,20:38:37,Outbound,Customer reached,1186,Transaction Risk,High,Vulnerable,True,0.72,5.2
CALL-000160,AU-CUST00427,TXN-2024-005256,2025-06-21,13:01:54,Inbound,No Response,958,Fraud Ops,High,Vulnerable,False,0.88,4.0
CALL-000161,AU-CUST00345,TXN-2024-005277,2025-09-13,01:43:16,Outbound,No Response,318,Transaction Risk,Medium,Standard,False,0.91,2.3
CALL-000162,AU-CUST00313,TXN-2024-005317,2024-08-04,12:32:25,Outbound,No Response,1129,Fraud Ops,Medium,Vulnerable,False,0.82,2.0
CALL-000163,AU-CUST00913,TXN-2024-005367,2025-08-18,03:53:02,Outbound,No Response,1188,Transaction Risk,Medium,Vulnerable,False,0.8,2.7
CALL-000164,AU-CUST00442,TXN-2024-005415,2025-08-22,04:19:09,Outbound,Voicemail left,1416,Transaction Risk,Medium,Vulnerable,False,0.72,6.0
CALL-000165,AU-CUST00111,TXN-2024-005440,2025-05-13,08:34:01,Inbound,Customer reached,413,Transaction Risk,High,Standard,False,0.87,6.0
CALL-000166,AU-CUST00213,TXN-2024-005504,2025-07-23,13:04:00,Inbound,Voicemail left,2235,Transaction Risk,Medium,Standard,False,0.87,3.0
CALL-000167,AU-CUST00019,TXN-2024-005573,2025-04-09,10:59:57,Outbound,Customer reached,384,Transaction Risk,Medium,Vulnerable,False,0.94,1.2
CALL-000168,AU-CUST00536,TXN-2024-005591,2025-04-24,11:45:48,Inbound,Customer reached,508,Customer Protection,Medium,Standard,False,0.71,4.6
CALL-000169,AU-CUST00395,TXN-2024-005596,2025-02-17,02:53:13,Inbound,No Response,525,Customer Protection,Medium,Vulnerable,False,0.8,2.3
CALL-000170,AU-CUST00443,TXN-2024-005597,2024-05-25,04:57:44,Outbound,Customer reached,500,Transaction Risk,High,Standard,False,0.81,1.3
CALL-000171,AU-CUST00254,TXN-2024-005639,2024-03-30,08:36:14,Outbound,Customer reached,1898,Transaction Risk,Medium,Standard,False,0.83,4.4
CALL-000172,AU-CUST00831,TXN-2024-005646,2024-03-11,01:34:10,Outbound,Voicemail left,1843,Fraud Ops,High,Standard,False,0.71,5.1
CALL-000173,AU-CUST00875,TXN-2024-005699,2025-03-10,04:14:18,Outbound,Customer reached,1219,Fraud Ops,High,Standard,False,0.95,2.0
CALL-000174,AU-CUST00666,TXN-2024-005768,2025-09-28,17:38:55,Outbound,Customer reached,1240,Transaction Risk,Medium,Vulnerable,False,0.75,1.0
CALL-000175,AU-CUST00876,TXN-2024-005828,2024-12-25,21:09:59,Inbound,No Response,1668,Fraud Ops,High,Vulnerable,False,0.85,1.7
