customer_id,age,annual_income,is_vulnerable,vulnerability_score,credit_score,digital_literacy_level,risk_profile,customer_tenure_years
mule_cust_000111,22,23224.13,True,0.884,540,low,high,0.0136986301369863
mule_cust_000112,31,31450.74,True,0.734,446,medium,critical,0.0273972602739726
mule_cust_000113,31,16654.97,True,0.648,404,low,critical,0.019178082191780823
mule_cust_000114,18,22529.27,True,0.796,576,medium,critical,0.1232876712328767
mule_cust_000115,23,29991.57,True,0.694,576,medium,high,0.1232876712328767
mule_cust_000116,29,24373.86,True,0.656,639,low,high,0.0273972602739726
mule_cust_000117,19,28834.29,True,0.656,402,medium,high,0.0273972602739726
mule_cust_000118,25,30379.75,True,0.698,544,medium,critical,0.0027397260273972603
mule_cust_000119,21,19100.91,True,0.797,403,low,high,0.010958904109589041
mule_cust_000120,21,28434.01,True,0.785,471,low,high,0.1232876712328767
mule_cust_000121,18,24963.3,True,0.719,449,medium,high,0.0136986301369863
mule_cust_000122,30,26038.14,True,0.609,456,medium,high,0.0136986301369863
mule_cust_000123,26,24600.92,True,0.624,541,medium,high,0.0027397260273972603
mule_cust_000124,27,19259.28,True,0.795,437,low,high,0.0136986301369863
mule_cust_000125,26,27732.89,True,0.816,625,low,high,0.019178082191780823
mule_cust_000126,23,25279.79,True,0.652,646,low,critical,0.2465753424657534
mule_cust_000127,25,28952.84,True,0.776,544,low,critical,0.010958904109589041
mule_cust_000128,24,20164.89,True,0.715,452,medium,high,0.00821917808219178
mule_cust_000129,23,19182.62,True,0.856,510,low,high,0.038356164383561646
mule_cust_000130,20,17560.92,True,0.72,407,low,high,0.005479452054794521
mule_cust_000131,21,28930.03,True,0.699,554,medium,high,0.0027397260273972603
mule_cust_000132,27,18446.4,True,0.782,404,low,high,0.019178082191780823
mule_cust_000133,23,21952.38,True,0.637,532,low,high,0.0136986301369863
mule_cust_000134,24,19126.67,True,0.744,444,low,high,0.0027397260273972603
mule_cust_000135,22,16845.81,True,0.638,455,medium,high,0.0027397260273972603
mule_cust_000136,30,33417.45,True,0.653,400,low,high,0.0027397260273972603
mule_cust_000137,19,26945.56,True,0.839,455,low,critical,0.038356164383561646
mule_cust_000138,24,27365.1,True,0.893,508,low,high,0.019178082191780823
mule_cust_000139,19,17954.78,True,0.87,550,medium,high,0.057534246575342465
mule_cust_000140,25,25642.27,True,0.714,626,low,high,0.00821917808219178
mule_cust_000141,23,17097.38,True,0.75,438,low,critical,0.019178082191780823
mule_cust_000142,22,19228.96,True,0.743,544,low,high,0.1232876712328767
mule_cust_000143,23,24479.4,True,0.796,545,medium,high,0.0136986301369863
mule_cust_000144,19,25742.13,True,0.762,512,medium,high,0.005479452054794521
mule_cust_000145,25,22575.45,True,0.758,463,medium,high,0.019178082191780823
mule_cust_000146,25,22121.93,True,0.79,432,medium,critical,0.0027397260273972603
mule_cust_000147,18,19506.66,True,0.87,493,low,high,0.019178082191780823
mule_cust_000148,21,20701.9,True,0.736,646,medium,high,0.005479452054794521
mule_cust_000149,19,15364.85,True,0.791,405,medium,high,0.005479452054794521
mule_cust_000150,23,34389.41,True,0.808,512,medium,critical,0.019178082191780823
mule_cust_000151,24,29457.92,True,0.72,602,medium,critical,0.0027397260273972603
mule_cust_000152,25,20599.58,True,0.804,517,low,critical,0.00821917808219178
mule_cust_000153,27,18990.14,True,0.769,400,low,critical,0.010958904109589041
mule_cust_000154,26,20772.61,True,0.799,499,low,high,0.005479452054794521
mule_cust_000155,22,26877.66,True,0.628,404,low,high,0.0821917808219178
mule_cust_000156,19,34799.2,True,0.703,464,medium,high,0.038356164383561646
mule_cust_000157,20,15054.22,True,0.772,437,low,high,0.00821917808219178
mule_cust_000158,23,21977.37,True,0.642,635,medium,critical,0.00821917808219178
mule_cust_000159,23,33658.76,True,0.773,626,low,critical,0.038356164383561646
mule_cust_000160,19,29822.41,True,0.743,471,medium,high,0.00821917808219178
mule_cust_000161,29,30010.04,True,0.792,564,medium,critical,0.005479452054794521
mule_cust_000162,29,28303.94,True,0.786,636,low,high,0.019178082191780823
mule_cust_000163,26,28659.64,True,0.844,431,medium,high,0.010958904109589041
mule_cust_000164,24,21027.56,True,0.724,552,low,critical,0.00821917808219178
mule_cust_000165,23,22829.64,True,0.657,503,low,high,0.0273972602739726
mule_cust_000166,26,17337.96,True,0.736,599,medium,critical,0.00821917808219178
mule_cust_000167,27,18334.62,True,0.887,621,low,critical,0.0027397260273972603
mule_cust_000168,31,30771.94,True,0.848,628,low,high,0.0027397260273972603
mule_cust_000169,28,17862.56,True,0.804,404,medium,high,0.00821917808219178
mule_cust_000170,30,21841.63,True,0.689,627,low,critical,0.0027397260273972603
mule_cust_000171,24,27079.16,True,0.625,556,low,high,0.0273972602739726
mule_cust_000172,21,29445.05,True,0.793,642,medium,critical,0.00821917808219178
mule_cust_000173,25,29323.58,True,0.844,473,medium,high,0.0027397260273972603
mule_cust_000174,23,19547.02,True,0.682,506,low,high,0.0027397260273972603
mule_cust_000175,20,26724.6,True,0.763,510,medium,high,0.019178082191780823
mule_cust_000176,28,26859.26,True,0.881,532,medium,high,0.005479452054794521
mule_cust_000177,31,29144.77,True,0.827,521,low,high,0.005479452054794521
mule_cust_000178,19,16546.42,True,0.767,410,medium,high,0.019178082191780823
mule_cust_000179,24,17264.76,True,0.845,581,medium,critical,0.0273972602739726
mule_cust_000180,29,21642.93,True,0.825,542,low,high,0.019178082191780823
mule_cust_000181,23,16095.23,True,0.866,516,medium,high,0.019178082191780823
mule_cust_000182,26,17285.35,True,0.776,437,medium,high,0.00821917808219178
mule_cust_000183,23,21939.06,True,0.749,570,low,critical,0.019178082191780823
mule_cust_000184,18,33254.99,True,0.821,579,low,high,0.0027397260273972603
mule_cust_000185,23,33296.92,True,0.806,549,low,high,0.00821917808219178
mule_cust_000186,21,19253.62,True,0.682,504,medium,high,0.0273972602739726
mule_cust_000187,20,23292.48,True,0.745,448,medium,high,0.00821917808219178
mule_cust_000188,22,21198.74,True,0.641,583,low,high,0.0027397260273972603
mule_cust_000189,31,19102.79,True,0.682,429,low,high,0.019178082191780823
mule_cust_000190,29,26749.07,True,0.723,641,medium,high,0.010958904109589041
mule_cust_000191,25,23815.25,True,0.678,462,low,high,0.057534246575342465
mule_cust_000192,19,21687.26,True,0.705,409,medium,high,0.1643835616438356
mule_cust_000193,22,27879.99,True,0.817,619,low,high,0.0027397260273972603
mule_cust_000194,29,32339.88,True,0.801,466,low,high,0.0273972602739726
mule_cust_000195,21,28437.85,True,0.749,638,low,high,0.010958904109589041
mule_cust_000196,25,32749.21,True,0.672,434,medium,high,0.057534246575342465
mule_cust_000197,21,29445.34,True,0.797,595,medium,critical,0.1643835616438356
mule_cust_000198,32,17821.64,True,0.694,609,low,high,0.00821917808219178
mule_cust_000199,18,16710.17,True,0.683,524,low,high,0.005479452054794521
mule_cust_000200,30,27858.51,True,0.625,596,medium,critical,0.0027397260273972603
mule_cust_000201,23,20188.47,True,0.649,539,low,high,0.038356164383561646
mule_cust_000202,29,21903.84,True,0.846,452,low,critical,0.0136986301369863
mule_cust_000203,22,33969.07,True,0.673,601,low,critical,0.0273972602739726
mule_cust_000204,25,34707.35,True,0.773,513,low,high,0.0027397260273972603
mule_cust_000205,18,20373.55,True,0.805,502,medium,high,0.038356164383561646
mule_cust_000206,21,27901.08,True,0.829,428,low,high,0.019178082191780823
mule_cust_000207,20,20446.15,True,0.6,484,medium,high,0.0273972602739726
mule_cust_000208,29,24961.82,True,0.726,629,low,high,0.00821917808219178
mule_cust_000209,29,19128.43,True,0.768,456,low,high,0.1232876712328767
mule_cust_000210,22,29643.69,True,0.69,452,medium,high,0.0136986301369863
mule_cust_000211,20,33288.24,True,0.897,521,low,high,0.00821917808219178
mule_cust_000212,24,22077.43,True,0.676,580,low,critical,0.0136986301369863
mule_cust_000213,26,19906.98,True,0.808,563,low,high,0.010958904109589041
mule_cust_000214,27,20942.43,True,0.837,510,low,high,0.0821917808219178
mule_cust_000215,32,17700.03,True,0.895,638,low,high,0.019178082191780823
mule_cust_000216,22,26901.56,True,0.699,508,low,high,0.010958904109589041
mule_cust_000217,20,27466.65,True,0.685,439,low,high,0.005479452054794521
mule_cust_000218,28,24909.83,True,0.752,438,low,high,0.010958904109589041
mule_cust_000219,19,16555.31,True,0.814,501,medium,high,0.0136986301369863
mule_cust_000220,26,22219.48,True,0.612,588,medium,high,0.00821917808219178
mule_cust_000221,29,28811.2,True,0.721,479,low,high,0.005479452054794521
mule_cust_000222,30,29644.5,True,0.635,517,medium,critical,0.0273972602739726
mule_cust_000223,26,34611.54,True,0.76,458,medium,critical,0.005479452054794521
mule_cust_000224,34,33881.19,True,0.729,598,medium,high,0.0027397260273972603
mule_cust_000225,35,26116.13,True,0.696,478,low,high,0.005479452054794521
mule_cust_000226,27,20946.98,True,0.867,614,medium,critical,0.00821917808219178
mule_cust_000227,29,29901.29,True,0.803,586,low,high,0.0027397260273972603
mule_cust_000228,29,15740.15,True,0.752,587,low,high,0.00821917808219178
mule_cust_000229,24,32699.97,True,0.639,614,low,high,0.00821917808219178
mule_cust_000230,19,21305.81,True,0.645,552,medium,high,0.00821917808219178
mule_cust_000231,28,25403.36,True,0.848,593,medium,high,0.1643835616438356
mule_cust_000232,18,32401.98,True,0.9,540,medium,high,0.005479452054794521
mule_cust_000233,23,33651.8,True,0.719,428,low,high,0.038356164383561646
mule_cust_000234,28,23038.62,True,0.837,583,medium,high,0.010958904109589041
mule_cust_000235,22,22965.75,True,0.859,483,low,high,0.038356164383561646
mule_cust_000236,28,19775.54,True,0.86,557,low,high,0.00821917808219178
mule_cust_000237,30,29311.07,True,0.732,580,low,high,0.010958904109589041
mule_cust_000238,34,23555.46,True,0.879,539,medium,high,0.057534246575342465
mule_cust_000239,32,30959.79,True,0.838,438,low,high,0.057534246575342465
mule_cust_000240,30,33894.64,True,0.602,552,medium,high,0.005479452054794521
mule_cust_000241,28,16299.73,True,0.806,453,medium,high,0.038356164383561646
mule_cust_000242,26,25253.77,True,0.805,617,low,high,0.00821917808219178
mule_cust_000243,18,34145.41,True,0.72,453,medium,critical,0.038356164383561646
mule_cust_000244,33,32675.72,True,0.707,460,medium,critical,0.0027397260273972603
mule_cust_000245,22,25304.96,True,0.739,402,medium,high,0.0027397260273972603
mule_cust_000246,29,19488.81,True,0.865,472,low,high,0.00821917808219178
mule_cust_000247,31,32202.54,True,0.852,522,low,high,0.0273972602739726
mule_cust_000248,20,32774.96,True,0.872,408,medium,critical,0.005479452054794521
mule_cust_000249,22,33631.79,True,0.811,523,low,critical,0.010958904109589041
mule_cust_000250,23,20195.08,True,0.632,597,low,critical,0.005479452054794521
mule_cust_000251,33,17189.38,True,0.831,513,medium,critical,0.019178082191780823
mule_cust_000252,24,24611.73,True,0.794,455,medium,high,0.057534246575342465
mule_cust_000253,27,25875.58,True,0.805,615,medium,critical,0.0273972602739726
mule_cust_000254,29,28169.04,True,0.873,568,medium,critical,0.0136986301369863
mule_cust_000255,22,19773.8,True,0.889,554,low,critical,0.0273972602739726
mule_cust_000256,28,18172.1,True,0.715,642,medium,critical,0.019178082191780823
mule_cust_000257,30,15102.9,True,0.77,438,low,critical,0.005479452054794521
mule_cust_000258,20,31359.34,True,0.646,438,low,critical,0.0136986301369863
mule_cust_000259,21,16681.96,True,0.672,503,low,high,0.0273972602739726
mule_cust_000260,21,27680.11,True,0.854,469,medium,high,0.019178082191780823
mule_cust_000261,22,15368.55,True,0.687,555,medium,high,0.005479452054794521
mule_cust_000262,26,33640.56,True,0.759,495,medium,high,0.057534246575342465
mule_cust_000263,28,33945.96,True,0.768,544,medium,high,0.0136986301369863
mule_cust_000264,26,21917.66,True,0.659,449,low,high,0.010958904109589041
mule_cust_000265,35,28521.05,True,0.604,579,medium,high,0.2465753424657534
mule_cust_000266,28,15491.74,True,0.856,478,low,high,0.038356164383561646
mule_cust_000267,29,20050.17,True,0.603,625,low,high,0.00821917808219178
mule_cust_000268,35,23523.63,True,0.729,518,low,high,0.0821917808219178
mule_cust_000269,29,20967.49,True,0.791,483,medium,critical,0.010958904109589041
mule_cust_000270,27,20465.19,True,0.725,491,low,critical,0.0027397260273972603
mule_cust_000271,28,33190.49,True,0.644,546,medium,critical,0.0821917808219178
mule_cust_000272,22,34679.55,True,0.871,414,medium,high,0.005479452054794521
mule_cust_000273,28,19007.18,True,0.778,417,medium,critical,0.010958904109589041
mule_cust_000274,30,24464.2,True,0.818,544,low,critical,0.019178082191780823
mule_cust_000275,19,18073.16,True,0.777,598,low,high,0.00821917808219178
mule_cust_000276,26,17624.9,True,0.657,530,medium,high,0.00821917808219178
mule_cust_000277,21,24241.95,True,0.681,525,low,high,0.0273972602739726
mule_cust_000278,27,23606.12,True,0.763,462,low,high,0.00821917808219178
mule_cust_000279,27,21518.51,True,0.814,463,low,high,0.005479452054794521
mule_cust_000280,24,15232.41,True,0.739,509,low,high,0.0027397260273972603
mule_cust_000281,33,29437.75,True,0.894,501,medium,high,0.0273972602739726
mule_cust_000282,31,29485.71,True,0.715,475,low,critical,0.0273972602739726
mule_cust_000283,34,17849.91,True,0.764,547,medium,high,0.038356164383561646
mule_cust_000284,23,30516.09,True,0.64,624,low,critical,0.0027397260273972603
mule_cust_000285,19,22012.54,True,0.895,549,low,high,0.0027397260273972603
mule_cust_000286,22,34549.33,True,0.863,542,medium,high,0.005479452054794521
mule_cust_000287,21,18349.65,True,0.793,594,medium,high,0.005479452054794521
mule_cust_000288,31,26895.53,True,0.62,440,medium,high,0.019178082191780823
mule_cust_000289,27,32419.38,True,0.679,461,medium,critical,0.005479452054794521
mule_cust_000290,26,24687.97,True,0.885,533,low,high,0.010958904109589041
mule_cust_000291,29,24046.37,True,0.735,505,low,high,0.0027397260273972603
mule_cust_000292,24,29496.53,True,0.664,424,medium,high,0.019178082191780823
mule_cust_000293,30,19384.28,True,0.763,535,low,critical,0.0027397260273972603
mule_cust_000294,30,23673.11,True,0.698,597,low,high,0.005479452054794521
mule_cust_000295,27,19569.09,True,0.764,530,medium,critical,0.0027397260273972603
mule_cust_000296,19,23065.23,True,0.623,606,low,high,0.0273972602739726
mule_cust_000297,21,24252.46,True,0.715,588,medium,critical,0.00821917808219178
mule_cust_000298,30,27575.3,True,0.728,587,medium,critical,0.005479452054794521
mule_cust_000299,18,32340.63,True,0.675,516,low,high,0.038356164383561646
mule_cust_000300,23,27123.77,True,0.607,438,medium,high,0.010958904109589041
mule_cust_000301,22,26847.01,True,0.678,636,low,critical,0.0136986301369863
mule_cust_000302,24,31719.96,True,0.602,499,medium,high,0.005479452054794521
mule_cust_000303,31,18593.66,True,0.79,518,medium,high,0.010958904109589041
mule_cust_000304,23,16382.66,True,0.803,524,low,high,0.005479452054794521
mule_cust_000305,24,25296.35,True,0.669,469,low,high,0.057534246575342465
mule_cust_000306,27,21242.96,True,0.65,404,medium,high,0.005479452054794521
mule_cust_000307,22,30469.46,True,0.717,446,medium,high,0.005479452054794521
mule_cust_000308,21,32674.19,True,0.652,492,low,high,0.005479452054794521
mule_cust_000309,22,31577.67,True,0.829,570,low,high,0.010958904109589041
mule_cust_000310,32,20050.56,True,0.807,506,low,high,0.0273972602739726
mule_cust_000311,28,28276.09,True,0.837,443,medium,high,0.0027397260273972603
mule_cust_000312,24,32284.32,True,0.661,547,low,high,0.005479452054794521
mule_cust_000313,22,16141.74,True,0.841,428,medium,high,0.057534246575342465
mule_cust_000314,26,19494.02,True,0.739,560,low,high,0.2465753424657534
mule_cust_000315,25,15831.46,True,0.62,615,medium,high,0.019178082191780823
mule_cust_000316,27,15347.6,True,0.823,438,medium,high,0.019178082191780823
mule_cust_000317,24,25311.92,True,0.774,483,medium,high,0.005479452054794521
mule_cust_000318,20,17654.29,True,0.861,523,medium,high,0.0027397260273972603
mule_cust_000319,27,34398.24,True,0.76,495,medium,high,0.0273972602739726
mule_cust_000320,21,34266.94,True,0.619,518,medium,high,0.0273972602739726
mule_cust_000321,32,28664.96,True,0.739,535,medium,high,0.038356164383561646
mule_cust_000322,30,30370.39,True,0.899,595,medium,high,0.010958904109589041
mule_cust_000323,27,19313.5,True,0.857,468,low,high,0.038356164383561646
mule_cust_000324,25,21971.47,True,0.796,462,medium,high,0.005479452054794521
mule_cust_000325,33,23138.16,True,0.787,476,medium,critical,0.0027397260273972603
mule_cust_000326,22,17182.19,True,0.861,531,medium,high,0.019178082191780823
mule_cust_000327,27,31156.92,True,0.778,482,medium,critical,0.00821917808219178
mule_cust_000328,30,22513.45,True,0.892,612,medium,high,0.010958904109589041
mule_cust_000329,22,22329.23,True,0.885,459,medium,high,0.0136986301369863
mule_cust_000330,25,26929.71,True,0.886,501,low,high,0.019178082191780823
mule_cust_000331,19,27068.97,True,0.727,573,medium,high,0.019178082191780823
mule_cust_000332,25,25847.27,True,0.686,555,medium,critical,0.019178082191780823
mule_cust_000333,18,21824.96,True,0.731,436,low,high,0.2465753424657534
mule_cust_000334,21,24533.91,True,0.681,445,low,high,0.019178082191780823
mule_cust_000335,27,34110.47,True,0.69,646,low,high,0.005479452054794521
mule_cust_000336,31,16425.61,True,0.623,450,medium,critical,0.0027397260273972603
mule_cust_000337,19,33688.72,True,0.691,524,low,high,0.005479452054794521
mule_cust_000338,26,25461.69,True,0.738,555,medium,high,0.0027397260273972603
mule_cust_000339,25,21226.15,True,0.867,576,medium,high,0.0136986301369863
mule_cust_000340,33,31463.48,True,0.637,507,low,high,0.005479452054794521
mule_cust_000341,21,25503.27,True,0.721,569,low,critical,0.010958904109589041
mule_cust_000342,21,33355.05,True,0.871,453,low,high,0.0821917808219178
mule_cust_000343,25,15868.25,True,0.819,518,medium,high,0.0136986301369863
mule_cust_000344,26,25303.5,True,0.861,414,medium,high,0.00821917808219178
mule_cust_000345,26,23220.57,True,0.612,607,medium,critical,0.019178082191780823
mule_cust_000346,25,20112.9,True,0.729,499,medium,high,0.005479452054794521
mule_cust_000347,24,28351.0,True,0.753,624,medium,high,0.2465753424657534
mule_cust_000348,24,18059.68,True,0.607,560,medium,high,0.0821917808219178
mule_cust_000349,21,16914.29,True,0.718,619,medium,high,0.005479452054794521
mule_cust_000350,21,27759.22,True,0.606,584,medium,high,0.0027397260273972603
mule_cust_000351,24,34755.71,True,0.68,466,medium,high,0.0136986301369863
mule_cust_000352,24,23915.82,True,0.803,423,low,critical,0.019178082191780823
mule_cust_000353,20,17082.19,True,0.762,566,low,critical,0.00821917808219178
mule_cust_000354,28,20297.91,True,0.735,472,low,high,0.0821917808219178
mule_cust_000355,22,19533.13,True,0.634,448,low,high,0.005479452054794521
mule_cust_000356,29,28392.05,True,0.69,407,medium,high,0.038356164383561646
mule_cust_000357,30,28017.55,True,0.635,402,low,high,0.010958904109589041
mule_cust_000358,21,16046.78,True,0.665,434,low,high,0.1232876712328767
mule_cust_000359,28,24304.11,True,0.625,435,low,high,0.019178082191780823
mule_cust_000360,33,27699.2,True,0.81,505,low,critical,0.0273972602739726
mule_cust_000361,19,24007.42,True,0.678,539,low,critical,0.057534246575342465
mule_cust_000362,34,24497.73,True,0.641,514,low,high,0.010958904109589041
mule_cust_000363,20,34849.67,True,0.647,520,low,critical,0.057534246575342465
mule_cust_000364,27,16858.58,True,0.691,431,medium,high,0.00821917808219178
mule_cust_000365,20,31521.35,True,0.797,541,medium,critical,0.0027397260273972603
